idind	dby8	dby8b	rha101	rha101b	rha109	rha109b	rha4	rha4b	rha7	rha7b	rhc108	rhc108b	rhc3	rhc3b	rhd102	rhd102b	rhd103	rhd103b	idcol	year_sample	col2013_1	repet2013_1	col2013_2	repet2013_2	col2014_1	repet2014_1	col2014_2	repet2014_2	col2015_1	repet2015_1	col2015_2	repet2015_2	col2016_1	repet2016_1	col2016_2	repet2016_2
2854	131	154	134	142	175	186	284	288	239	239	216	220	169	173	238	243	220	220	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA
2917	131	154	136	136	175	186	268	268	231	233	214	220	169	169	255	259	216	216	CXSGT	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CXSGT	1	NA	NA	NA	NA
1606	131	154	136	136	175	186	284	288	233	239	216	216	173	173	251	251	216	224	M831	2013	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2039	154	154	136	136	188	188	268	268	229	235	211	220	169	169	243	243	216	224	M244	2015	NA	NA	NA	NA	M244	2	M244	1	M244	1	M244	7	M244	1	M244	1
640	154	154	134	136	186	190	286	293	228	231	211	216	169	173	247	251	216	224	M1551	2013	M1551	3	M1551	2	NA	NA	NA	NA	M1551	1	NA	NA	NA	NA	NA	NA
3052	131	154	136	146	173	175	268	268	228	233	216	220	169	169	259	263	216	224	M815	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M815	1	NA	NA	NA	NA
2974	154	154	125	136	177	184	268	284	228	235	211	220	181	181	234	259	220	228	M1975	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1975	1	M1975	3	NA	NA
2000	131	154	136	138	175	186	265	288	237	239	216	220	169	177	243	251	220	220	M813	2014	NA	NA	NA	NA	M813	1	M813	1	NA	NA	NA	NA	M813	2	NA	NA
3791	154	154	125	138	177	186	268	268	235	235	216	216	173	173	251	251	216	220	PP1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PP1	1	NA	NA
1974	154	154	125	142	175	177	268	284	231	235	211	216	169	169	243	247	216	224	M831	2014	NA	NA	NA	NA	NA	NA	M831	1	M831	4	NA	NA	NA	NA	NA	NA
2912	154	154	136	136	177	177	0	0	233	233	211	220	169	173	255	255	216	220	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA
882	154	156	0	0	184	188	271	288	235	235	216	220	169	169	0	0	220	220	M1551	2013	NA	NA	M1551	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2991	154	154	136	136	177	188	268	288	233	241	216	220	169	169	234	247	220	228	PP3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1106	2	PP3	1	NA	NA
1498	154	154	136	150	177	184	268	268	233	239	216	218	169	173	251	255	212	216	M1079	2013	M1079	1	M1079	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
461	154	154	125	125	175	188	268	268	237	237	216	216	0	0	247	247	220	220	M831	2013	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3913	131	154	136	136	186	188	288	288	233	235	211	216	173	173	238	251	216	216	M809	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M809	1	M809	1
2955	154	154	136	136	186	188	290	290	233	241	216	218	173	177	247	247	224	224	M813	2015	NA	NA	NA	NA	NA	NA	NA	NA	M813	2	M813	1	M813	2	M813	1
574	154	154	125	136	175	186	268	288	229	235	216	216	169	173	247	263	220	224	M244	2013	M244	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2080	131	154	125	136	186	186	286	286	228	229	218	218	169	169	238	255	216	216	M1975	2014	NA	NA	NA	NA	NA	NA	M1975	1	NA	NA	NA	NA	NA	NA	NA	NA
4029	131	154	136	136	184	184	286	286	239	239	0	0	0	0	238	238	212	212	M1975	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1975	1
134	154	154	136	136	175	177	268	268	233	237	211	220	169	173	255	259	216	220	M831	2013	M831	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2524	131	154	136	136	177	188	268	268	235	235	216	222	173	173	251	255	216	220	M1551	2015	NA	NA	NA	NA	NA	NA	NA	NA	M1551	1	NA	NA	NA	NA	NA	NA
1172	154	154	136	136	186	188	268	268	237	241	211	211	169	173	251	251	216	220	M1113	2013	NA	NA	M1113	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
337	154	154	136	136	177	177	268	268	241	241	0	0	169	169	255	255	0	0	M811	2013	NA	NA	M811	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
205	154	154	134	136	175	186	268	290	229	237	216	220	169	177	251	255	224	232	M831	2014	M831	1	M831	3	NA	NA	M831	2	M831	2	M831	2	NA	NA	NA	NA
3392	154	154	136	136	190	190	265	265	237	241	216	226	169	169	259	259	220	224	M813	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M813	1
3886	131	154	136	136	177	188	288	288	239	239	211	211	177	177	251	251	220	228	M811	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M811	1	NA	NA
1173	154	154	136	136	173	177	268	288	229	237	216	220	169	177	255	259	224	224	M813	2014	NA	NA	M813	1	NA	NA	M813	3	NA	NA	M813	1	NA	NA	NA	NA
1200	131	154	136	136	183	186	268	288	229	233	216	218	169	173	238	251	212	220	PP3	2013	NA	NA	PP3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1022	154	154	136	138	188	188	288	290	233	243	207	216	169	169	247	255	220	220	PP1	2015	PP1	1	NA	NA	NA	NA	NA	NA	PP1	1	NA	NA	NA	NA	NA	NA
2843	154	154	136	136	175	186	0	0	228	233	216	216	169	169	255	259	224	228	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA
3932	131	154	136	136	186	188	265	288	228	235	216	222	169	169	238	251	216	216	M1079	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1079	1	NA	NA
3212	154	154	138	142	175	175	268	268	235	239	211	220	169	173	243	251	216	220	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA	NA	NA
131	154	154	136	136	188	190	288	288	233	241	216	220	173	173	255	255	220	220	M831	2014	M831	2	NA	NA	M831	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1317	154	154	136	138	186	186	268	290	239	241	216	216	169	177	251	259	224	224	P412	2013	NA	NA	P412	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4008	131	154	136	136	183	188	286	288	231	239	211	216	169	177	247	251	224	224	M809	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M809	1
2682	131	154	134	136	183	186	0	0	228	228	0	0	169	169	247	247	212	220	M1112	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1112	1	NA	NA	NA	NA
1363	0	0	125	146	184	184	284	286	233	239	216	218	169	169	234	238	212	212	M1975	2013	NA	NA	M1975	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1041	154	154	125	136	188	190	268	268	233	235	218	218	169	169	251	251	216	224	PP3	2013	PP3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
991	154	154	125	125	175	188	268	288	231	237	211	216	169	169	251	251	220	220	M1113	2013	M1113	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3559	154	154	136	136	175	188	265	288	239	239	0	0	169	169	259	259	224	228	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA
2108	154	154	125	138	186	188	265	268	228	235	218	220	169	169	243	263	220	228	M815	2016	NA	NA	NA	NA	M815	2	M815	1	M815	1	M815	1	M815	2	M815	6
2395	154	154	136	136	186	186	0	0	231	233	218	218	169	169	255	255	220	232	PP1	2014	NA	NA	NA	NA	PP1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3811	131	154	136	136	183	184	284	284	235	235	220	220	0	0	255	255	216	216	CXSGT	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CXSGT	1	NA	NA
3284	154	154	125	136	186	186	265	284	237	237	211	216	169	169	247	247	220	224	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	M831	1	M831	1
1968	154	154	136	136	175	177	268	286	228	235	216	220	169	169	243	259	216	228	M831	2015	NA	NA	NA	NA	NA	NA	M831	1	M831	1	NA	NA	NA	NA	NA	NA
2997	154	154	125	136	175	177	0	0	235	237	211	211	165	173	251	251	216	220	M813	2015	NA	NA	NA	NA	NA	NA	NA	NA	M813	1	NA	NA	NA	NA	NA	NA
1198	154	154	136	142	175	186	268	284	231	237	216	220	173	177	238	263	212	216	M1106	2016	NA	NA	PP3	1	NA	NA	M1106	1	NA	NA	NA	NA	PP3	2	M1106	3
3800	154	154	136	136	175	186	265	268	235	235	220	220	169	169	251	251	216	220	M815	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M815	1	NA	NA
1343	154	154	125	146	184	186	284	286	233	239	216	218	169	181	234	238	212	228	M1975	2014	NA	NA	M1975	3	NA	NA	M1975	2	NA	NA	NA	NA	NA	NA	NA	NA
1735	154	154	136	138	175	183	268	288	229	233	211	216	173	173	243	251	220	220	PP3	2015	NA	NA	NA	NA	M1106	1	M1106	4	PP3	2	PP3	3	NA	NA	M1106	1
149	154	154	134	138	175	186	268	284	233	241	218	220	173	173	251	255	220	228	M831	2014	M831	3	M831	1	M831	1	NA	NA	M831	1	M831	8	NA	NA	NA	NA
1053	154	154	136	136	175	188	265	284	228	243	216	218	169	173	251	255	220	224	PP3	2016	PP3	1	PP3	1	NA	NA	NA	NA	PP3	2	PP3	3	PP3	1	NA	NA
1676	154	154	136	136	175	190	265	268	228	228	220	220	169	169	243	251	216	228	M813	2016	NA	NA	NA	NA	M813	4	M813	2	M813	1	M813	14	NA	NA	M813	3
1499	154	154	136	136	186	186	268	284	235	235	220	220	169	173	243	251	212	216	M1079	2013	M1079	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
788	154	154	136	136	175	188	284	290	228	241	216	218	169	169	238	259	216	228	M815	2013	M815	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2831	131	154	142	142	184	190	0	0	233	233	216	220	169	169	251	255	216	220	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA
1285	154	154	125	146	175	184	265	288	233	233	220	220	169	173	243	251	216	216	P412	2013	P412	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
596	154	154	138	138	175	175	268	288	231	239	216	220	169	169	247	255	216	224	M811	2013	NA	NA	M811	1	M811	2	M811	4	NA	NA	NA	NA	NA	NA	NA	NA
1584	154	154	136	150	186	188	284	288	228	235	211	216	169	173	243	251	212	236	M1079	2015	NA	NA	M1079	3	NA	NA	NA	NA	M1079	1	NA	NA	NA	NA	M1079	2
2175	154	154	0	0	177	184	268	288	229	229	216	216	0	0	255	255	216	216	M1079	2014	NA	NA	NA	NA	NA	NA	M1079	1	NA	NA	NA	NA	NA	NA	NA	NA
1462	154	154	136	136	190	190	265	288	231	235	220	220	169	177	251	259	212	224	M399	2014	M399	3	M399	2	M399	4	NA	NA	M399	4	M399	1	NA	NA	NA	NA
2620	131	154	125	138	188	188	265	290	229	233	211	220	169	173	238	263	220	228	PP1	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PP1	3	NA	NA	NA	NA
1349	154	154	136	136	181	184	288	288	229	235	211	216	169	190	251	251	212	212	M1975	2013	NA	NA	M1975	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	154	154	146	146	186	186	268	268	241	241	211	211	169	169	251	255	224	228	M809	2016	NA	NA	NA	NA	M809	1	NA	NA	NA	NA	NA	NA	NA	NA	M809	1
928	154	154	136	136	186	188	268	288	237	241	211	216	169	173	251	255	216	220	M1113	2014	M1113	1	M1113	2	M1113	2	M1113	1	M1113	3	M1113	1	NA	NA	NA	NA
515	154	154	136	136	188	188	268	290	235	235	216	218	169	173	243	255	216	220	M244	2015	M244	2	M244	1	NA	NA	NA	NA	NA	NA	M244	3	NA	NA	NA	NA
2501	154	154	136	136	186	188	0	0	0	0	216	216	173	173	247	247	220	228	M1113	2015	NA	NA	NA	NA	NA	NA	NA	NA	M1113	1	NA	NA	NA	NA	NA	NA
3902	154	154	136	136	184	186	288	288	235	235	0	0	165	169	255	255	224	224	M811	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M811	1	NA	NA
1002	154	154	136	138	177	188	265	268	228	229	216	218	169	173	243	247	224	232	PP3	2014	NA	NA	M1106	1	M1106	1	NA	NA	NA	NA	M1106	4	NA	NA	NA	NA
1646	131	154	136	136	175	175	286	288	229	233	216	220	169	169	259	263	212	220	M831	2013	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3113	154	154	134	136	186	190	265	268	237	239	211	216	169	177	251	263	216	224	M809	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M809	1	NA	NA	NA	NA
2411	154	154	136	138	177	184	268	268	237	241	220	220	169	173	234	247	224	228	M813	2014	NA	NA	NA	NA	M813	1	NA	NA	M813	1	NA	NA	NA	NA	NA	NA
3644	154	154	134	134	186	186	290	290	233	233	220	220	169	173	251	251	216	220	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1
1604	154	154	136	138	184	186	268	284	229	235	211	216	169	169	243	255	212	216	M1079	2013	NA	NA	M1079	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
253	131	154	134	142	175	175	268	284	237	241	218	218	169	169	238	251	220	232	M831	2013	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
171	154	154	136	138	175	190	268	290	229	239	211	216	173	173	251	255	220	232	M831	2014	NA	NA	M831	1	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
316	154	154	136	136	175	186	268	268	235	237	210	216	169	169	247	247	220	224	M811	2014	M811	2	M811	1	M811	1	M811	1	M811	2	M811	3	M811	1	M811	3
1489	154	154	136	150	186	186	284	288	229	229	211	216	169	169	251	251	212	224	M1079	2013	M1079	11	M1079	7	NA	NA	NA	NA	NA	NA	M1079	1	M1079	1	M1079	4
293	154	154	136	148	175	177	288	290	229	231	216	216	169	173	247	255	216	216	M831	2013	M831	3	NA	NA	M831	3	M831	1	M831	3	NA	NA	NA	NA	M831	1
2816	154	154	136	136	184	184	0	0	229	233	220	220	165	169	247	247	212	212	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA
2099	154	154	136	136	184	190	268	284	229	235	211	218	169	181	251	251	216	220	M1975	2014	NA	NA	NA	NA	NA	NA	M1975	3	NA	NA	NA	NA	NA	NA	NA	NA
373	154	154	136	138	177	186	290	290	228	231	216	220	169	177	247	251	216	220	M811	2014	M811	1	M811	1	NA	NA	M811	4	NA	NA	NA	NA	M811	1	NA	NA
1555	131	154	136	136	175	190	268	288	235	237	211	220	169	169	247	251	216	228	M831	2015	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	M831	3	NA	NA	NA	NA
2444	154	154	136	136	175	188	284	290	235	235	211	220	165	169	238	251	216	224	PP3	2015	NA	NA	NA	NA	NA	NA	NA	NA	PP3	2	NA	NA	NA	NA	M1106	1
514	154	154	136	136	173	173	268	271	235	235	214	214	0	0	0	0	220	220	M244	2013	M244	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3666	154	154	136	136	186	186	268	290	237	237	211	216	169	173	251	255	216	220	M809	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M809	1	NA	NA
284	154	154	136	136	186	186	268	288	231	235	216	216	169	173	251	255	220	224	M831	2014	NA	NA	M831	2	M831	2	NA	NA	M831	1	NA	NA	NA	NA	NA	NA
547	154	154	134	136	186	188	286	288	229	229	216	218	169	177	255	259	220	224	M811	2013	NA	NA	M811	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1445	154	154	136	136	184	186	265	268	229	233	207	216	169	169	243	255	216	216	M1079	2013	M1079	5	NA	NA	M1079	1	M1079	1	M1079	2	NA	NA	M1079	1	M1079	2
944	131	131	136	136	177	184	268	268	233	241	218	218	0	0	0	0	220	224	M1106	2013	NA	NA	M1106	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1760	154	154	136	146	177	183	268	290	229	233	218	220	169	173	247	255	216	224	PP3	2015	NA	NA	NA	NA	M1106	1	NA	NA	M1106	1	PP3	4	M1106	2	NA	NA
1097	131	154	125	136	184	186	286	290	228	239	218	218	169	173	238	238	212	216	M1975	2013	M1975	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1975	4	M1975	12
510	154	154	125	136	175	188	268	290	235	241	211	216	169	173	243	255	220	220	M244	2014	M244	1	NA	NA	NA	NA	M244	1	NA	NA	NA	NA	NA	NA	NA	NA
2718	131	154	136	146	175	186	268	293	235	235	211	211	169	173	251	259	212	220	PP3	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PP3	2	PP3	1	NA	NA
744	154	154	136	136	177	188	284	286	239	241	211	216	173	177	243	247	216	220	PP3	2014	M1106	1	M1106	1	PP3	1	M1106	1	PP3	1	M1106	2	M1106	1	M1106	1
305	154	154	136	146	175	188	288	290	233	237	216	216	169	169	251	251	220	228	M811	2015	M811	1	M811	6	M811	4	M811	3	NA	NA	M811	4	NA	NA	NA	NA
1318	154	154	136	136	183	184	288	290	228	233	216	216	169	169	247	259	224	228	M815	2014	NA	NA	M815	1	M815	1	M815	1	NA	NA	NA	NA	NA	NA	NA	NA
244	154	154	134	136	177	184	268	288	229	233	211	216	173	173	247	247	216	224	M831	2014	M831	1	NA	NA	NA	NA	M831	5	M831	2	NA	NA	NA	NA	NA	NA
1570	154	154	136	150	175	186	268	284	229	229	207	220	169	177	251	251	216	232	M1079	2013	M1079	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
753	154	154	136	136	183	190	288	290	229	239	216	216	169	173	243	251	220	224	M1106	2014	M1106	1	M1106	3	M1106	1	M1106	2	M1106	2	NA	NA	M1106	6	M1106	5
3630	154	154	136	136	175	177	284	288	233	235	216	216	169	169	243	255	216	220	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	2
55	154	154	136	136	188	190	268	288	231	237	211	216	169	169	251	263	216	224	M815	2014	M815	1	M815	1	M815	1	M815	5	NA	NA	M815	4	M815	4	NA	NA
3787	154	154	125	136	175	188	265	265	233	239	220	220	169	173	238	251	220	224	PP1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PP1	1	NA	NA
517	154	154	125	136	175	186	268	268	231	241	211	211	169	173	251	255	212	216	M244	2014	M244	1	M244	1	M244	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
315	154	154	136	136	175	175	284	286	228	235	216	216	165	169	247	251	216	220	M811	2015	M811	2	M811	6	M811	1	M811	8	M811	1	NA	NA	M811	2	M811	2
2103	131	154	136	136	188	188	268	268	228	229	211	218	169	169	247	251	220	224	M809	2014	NA	NA	NA	NA	NA	NA	M809	1	NA	NA	NA	NA	NA	NA	NA	NA
3778	133	154	134	136	186	186	0	0	228	239	228	228	169	169	243	243	228	228	PP1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PP1	1	NA	NA
1417	0	0	136	136	175	184	286	288	231	235	211	211	173	173	247	251	0	0	P412	2013	NA	NA	P412	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1964	154	154	134	134	175	186	288	288	229	233	216	216	0	0	0	0	220	224	M831	2014	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA
3122	154	154	136	136	175	175	265	288	235	237	220	220	169	177	243	251	220	220	M809	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M809	2	NA	NA	NA	NA
1700	154	154	136	146	184	186	268	286	228	235	216	220	169	169	234	255	212	212	M1979	2014	NA	NA	NA	NA	M1979	2	M1979	1	M1979	1	M1979	1	M1979	2	NA	NA
966	154	154	136	136	188	188	0	0	229	229	216	216	0	0	243	243	224	224	M1113	2013	M1113	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4018	154	156	136	138	175	190	268	268	235	235	220	220	0	0	247	247	216	216	M809	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M809	1
918	131	154	136	146	186	186	268	288	233	241	216	216	169	169	243	259	216	220	M813	2013	M813	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2447	154	154	136	136	188	190	288	290	229	233	216	216	165	173	251	259	220	224	PP3	2015	NA	NA	NA	NA	NA	NA	NA	NA	PP3	2	NA	NA	NA	NA	NA	NA
26	154	154	134	136	188	188	265	288	235	241	216	220	169	169	255	255	220	224	M1979	2013	M1979	2	NA	NA	M1979	1	NA	NA	M1979	1	NA	NA	M1979	1	NA	NA
1618	131	154	136	136	175	177	268	268	233	233	216	216	169	169	255	263	216	224	M831	2013	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
258	154	154	136	136	184	186	268	284	228	231	218	222	165	169	247	255	216	220	M831	2015	M831	3	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA	NA	NA
4031	154	154	138	138	186	188	268	290	237	241	220	220	0	0	247	255	220	220	M809	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M809	1
1999	154	154	125	136	175	186	288	288	233	235	210	218	169	173	255	259	216	220	PP3	2014	NA	NA	NA	NA	NA	NA	PP3	2	NA	NA	NA	NA	NA	NA	NA	NA
3024	154	154	125	136	175	175	284	286	228	235	211	211	169	181	243	259	216	224	PP3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1106	2	M1106	3	NA	NA
3237	154	154	136	136	177	194	268	286	228	229	216	216	169	173	243	247	224	224	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	M831	5	NA	NA	M831	4	NA	NA
3675	154	154	136	136	175	175	268	290	228	229	0	0	169	169	255	255	220	220	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1
1648	133	156	125	125	175	186	286	286	229	239	218	218	173	181	255	255	220	228	M831	2013	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1421	154	154	136	138	177	186	268	284	229	235	211	218	169	169	251	255	216	224	M1079	2014	M1079	4	M1079	2	M1079	1	NA	NA	NA	NA	NA	NA	NA	NA	M1079	1
3636	154	154	136	136	188	188	268	268	231	233	211	218	169	173	0	0	216	228	M809	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M809	1	NA	NA
3223	154	154	136	136	175	186	284	288	229	237	210	216	169	169	247	251	216	228	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA	NA	NA
2836	154	154	136	138	175	177	284	290	229	235	216	216	169	173	259	259	216	220	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	6	NA	NA	NA	NA
663	154	154	134	134	175	175	288	288	228	229	207	207	173	173	259	259	216	216	M831	2013	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1592	154	154	136	136	177	186	268	268	235	239	211	216	173	173	251	251	212	224	M1079	2013	NA	NA	M1079	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
632	131	154	136	136	175	188	265	268	229	229	211	211	173	173	247	251	224	224	M1551	2013	M1551	2	NA	NA	NA	NA	M1551	1	M1551	1	NA	NA	NA	NA	M1551	1
320	154	154	136	136	188	190	268	288	228	228	0	0	173	173	0	0	216	220	M811	2013	NA	NA	M811	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2543	154	154	136	138	175	177	268	288	235	239	211	216	169	169	247	251	220	224	PP1	2015	NA	NA	NA	NA	NA	NA	NA	NA	PP1	3	NA	NA	PP1	1	NA	NA
475	154	154	136	138	173	186	265	265	235	235	209	216	173	173	0	0	220	224	PP1	2013	NA	NA	PP1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1493	154	154	136	136	183	184	265	268	229	233	216	216	169	169	251	251	216	216	M1079	2013	M1079	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4039	154	154	136	136	184	184	284	284	0	0	0	0	169	169	255	255	228	228	M1102	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1102	1
3782	131	154	136	136	177	188	286	286	237	239	216	216	169	173	251	255	220	220	PP1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PP1	1	NA	NA
827	154	154	136	142	175	188	288	290	231	235	216	220	169	177	255	259	216	220	M815	2014	NA	NA	M815	2	NA	NA	M815	1	NA	NA	NA	NA	M815	2	M815	1
465	154	154	136	136	183	188	268	290	235	241	216	222	169	169	247	251	216	220	M831	2013	NA	NA	M831	1	NA	NA	NA	NA	M831	2	M831	1	NA	NA	NA	NA
2314	154	154	136	136	186	186	268	268	235	237	216	216	0	0	243	243	216	220	M809	2014	NA	NA	NA	NA	NA	NA	M809	1	NA	NA	NA	NA	NA	NA	NA	NA
1199	154	154	136	136	188	188	268	288	229	235	209	216	173	173	238	251	216	232	PP3	2013	NA	NA	PP3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
610	154	154	138	142	184	186	265	284	233	237	216	216	169	173	247	255	224	224	M1551	2013	M1551	2	M1551	1	NA	NA	NA	NA	NA	NA	NA	NA	M1551	1	M1551	4
3388	154	154	150	150	186	186	284	288	0	0	228	228	169	169	251	251	212	224	M1079	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1079	1
1023	154	154	136	136	177	188	265	288	229	241	218	220	165	173	247	251	216	228	M809	2015	M809	2	M809	2	NA	NA	M809	2	NA	NA	M809	1	NA	NA	NA	NA
2232	154	154	138	138	186	188	286	286	239	239	211	216	0	0	247	251	224	224	M1102	2014	NA	NA	NA	NA	NA	NA	M1102	1	NA	NA	NA	NA	NA	NA	NA	NA
1679	154	154	136	138	175	186	288	293	224	229	216	218	173	173	243	251	220	228	PP3	2015	NA	NA	NA	NA	PP3	2	NA	NA	NA	NA	PP3	3	NA	NA	NA	NA
1347	154	154	136	136	175	177	268	288	228	239	216	216	169	169	251	255	220	220	M809	2015	NA	NA	M809	1	NA	NA	NA	NA	NA	NA	M809	4	NA	NA	NA	NA
1997	154	154	136	136	188	188	0	0	229	235	228	228	173	173	238	251	0	0	PP3	2014	NA	NA	NA	NA	NA	NA	PP3	1	NA	NA	NA	NA	NA	NA	NA	NA
