idind	idcol	Thu20	Thu21	Thu22	Thu23	Thu24	Thu25	Thu26	Thu27	Thu28	Thu29	Thu30	Thu31	Thu32	Thu33	Thu34	Thu35	Thu36	Thu37	Thu38	Thu39	run	col_origin	proba_col_origin	col_inferred	natal_disperser	proba_bin	proba_rank
822	Thu26	0.028	0.012	0.105	0.023	0.014	0.009	0.39	0.025	0.007	0.17	0.014	0.011	0.013	0.012	0.021	0.01	0.091	0.017	0.014	0.014	7	Thu35	0.01	Thu26	TRUE	0.25 < p < 0.5	18
824	Thu36	0.067	0.006	0.096	0.029	0.007	0.013	0.066	0.058	0.005	0.334	0.005	0.007	0.019	0.032	0.019	0.006	0.148	0.029	0.018	0.038	7	Thu35	0.006	Thu29	TRUE	0.25 < p < 0.5	18
825	Thu26	0.054	0.031	0.113	0.103	0.015	0.025	0.163	0.037	0.021	0.054	0.011	0.018	0.059	0.081	0.036	0.006	0.041	0.058	0.048	0.024	7	Thu24	0.015	Thu26	TRUE	0.1 < p < 0.25	18
826	Thu26	0.041	0.026	0.209	0.069	0.014	0.016	0.136	0.044	0.022	0.06	0.018	0.021	0.033	0.058	0.036	0.006	0.068	0.033	0.057	0.031	7	Thu25	0.016	Thu22	TRUE	0.1 < p < 0.25	18
834	Thu24	0.078	0.012	0.053	0.069	0.011	0.02	0.131	0.033	0.007	0.263	0.011	0.025	0.031	0.025	0.023	0.007	0.102	0.034	0.025	0.038	7	Thu30	0.011	Thu29	TRUE	0.25 < p < 0.5	18
842	Thu21	0.007	0.353	0.01	0.007	0.009	0.061	0.007	0.005	0.278	0.007	0.179	0.016	0.005	0.01	0.006	0.012	0.005	0.009	0.006	0.007	7	Thu27	0.005	Thu21	TRUE	0.25 < p < 0.5	18
846	Thu21	0.009	0.563	0.005	0.009	0.005	0.007	0.007	0.006	0.266	0.007	0.038	0.025	0.008	0.008	0.006	0.005	0.006	0.008	0.007	0.006	7	Thu22	0.005	Thu21	TRUE	p > 0.5	18
849	Thu28	0.007	0.278	0.006	0.009	0.004	0.007	0.006	0.005	0.301	0.007	0.311	0.012	0.006	0.006	0.006	0.005	0.005	0.006	0.006	0.007	7	Thu35	0.005	Thu30	TRUE	0.25 < p < 0.5	18
855	Thu28	0.007	0.334	0.005	0.007	0.019	0.006	0.007	0.006	0.207	0.006	0.33	0.013	0.007	0.007	0.006	0.006	0.005	0.006	0.007	0.006	7	Thu39	0.006	Thu21	TRUE	0.25 < p < 0.5	18
860	Thu22	0.043	0.009	0.244	0.085	0.007	0.024	0.037	0.029	0.01	0.175	0.008	0.013	0.034	0.041	0.029	0.006	0.044	0.067	0.047	0.049	7	Thu30	0.008	Thu22	TRUE	0.1 < p < 0.25	18
864	Thu37	0.036	0.009	0.078	0.135	0.007	0.023	0.061	0.055	0.008	0.133	0.008	0.029	0.041	0.033	0.053	0.01	0.104	0.067	0.059	0.051	7	Thu28	0.008	Thu23	TRUE	0.1 < p < 0.25	18
866	Thu22	0.082	0.031	0.077	0.059	0.009	0.048	0.057	0.042	0.033	0.083	0.029	0.025	0.038	0.058	0.034	0.011	0.037	0.11	0.07	0.069	7	Thu31	0.025	Thu37	TRUE	0.1 < p < 0.25	18
868	Thu31	0.016	0.008	0.036	0.02	0.008	0.011	0.017	0.013	0.007	0.02	0.007	0.685	0.011	0.02	0.009	0.013	0.042	0.02	0.026	0.012	7	Thu24	0.008	Thu31	TRUE	p > 0.5	18
869	Thu22	0.07	0.01	0.252	0.056	0.009	0.037	0.054	0.041	0.014	0.093	0.008	0.034	0.034	0.048	0.014	0.006	0.058	0.073	0.028	0.062	7	Thu24	0.009	Thu22	TRUE	0.25 < p < 0.5	18
872	Thu22	0.049	0.02	0.364	0.054	0.02	0.012	0.076	0.026	0.022	0.049	0.013	0.015	0.02	0.044	0.032	0.006	0.034	0.058	0.058	0.029	7	Thu30	0.013	Thu22	TRUE	0.25 < p < 0.5	18
873	Thu22	0.037	0.017	0.43	0.083	0.007	0.012	0.052	0.022	0.026	0.05	0.014	0.025	0.019	0.024	0.019	0.007	0.046	0.043	0.037	0.031	7	Thu25	0.012	Thu22	TRUE	0.25 < p < 0.5	18
878	Thu37	0.047	0.018	0.053	0.085	0.009	0.037	0.048	0.071	0.024	0.089	0.019	0.03	0.088	0.041	0.034	0.012	0.178	0.047	0.033	0.036	7	Thu21	0.018	Thu36	TRUE	0.1 < p < 0.25	18
880	Thu20	0.101	0.009	0.116	0.084	0.007	0.078	0.038	0.036	0.012	0.116	0.006	0.012	0.108	0.038	0.019	0.007	0.018	0.115	0.029	0.051	7	Thu24	0.007	Thu22	TRUE	0.1 < p < 0.25	18
887	Thu33	0.04	0.006	0.047	0.044	0.007	0.132	0.024	0.049	0.005	0.083	0.006	0.015	0.22	0.053	0.032	0.01	0.075	0.057	0.048	0.049	7	Thu21	0.006	Thu32	TRUE	0.1 < p < 0.25	18
888	Thu22	0.066	0.015	0.081	0.041	0.008	0.092	0.057	0.031	0.01	0.089	0.01	0.043	0.092	0.062	0.055	0.014	0.032	0.058	0.075	0.068	7	Thu28	0.01	Thu25	TRUE	p < 0.1	18
891	Thu26	0.076	0.023	0.097	0.073	0.006	0.051	0.055	0.03	0.019	0.131	0.02	0.036	0.048	0.052	0.028	0.011	0.045	0.059	0.078	0.06	7	Thu28	0.019	Thu29	TRUE	0.1 < p < 0.25	18
895	Thu32	0.033	0.009	0.057	0.022	0.011	0.015	0.183	0.084	0.009	0.053	0.008	0.076	0.034	0.022	0.045	0.01	0.188	0.054	0.025	0.063	7	Thu21	0.009	Thu36	TRUE	0.1 < p < 0.25	18
896	Thu36	0.016	0.007	0.086	0.022	0.008	0.016	0.027	0.041	0.006	0.27	0.006	0.009	0.051	0.037	0.018	0.013	0.133	0.114	0.094	0.024	7	Thu21	0.007	Thu29	TRUE	0.25 < p < 0.5	18
901	Thu20	0.087	0.03	0.089	0.042	0.015	0.14	0.067	0.026	0.078	0.087	0.038	0.031	0.032	0.036	0.045	0.013	0.045	0.036	0.028	0.036	7	Thu27	0.026	Thu25	TRUE	0.1 < p < 0.25	18
904	Thu22	0.038	0.011	0.214	0.14	0.006	0.036	0.028	0.055	0.011	0.089	0.014	0.014	0.082	0.031	0.028	0.013	0.068	0.049	0.034	0.043	7	Thu21	0.011	Thu22	TRUE	0.1 < p < 0.25	18
905	Thu20	0.075	0.009	0.066	0.081	0.013	0.096	0.112	0.029	0.008	0.092	0.008	0.014	0.074	0.057	0.066	0.007	0.067	0.043	0.035	0.049	7	Thu28	0.008	Thu26	TRUE	0.1 < p < 0.25	18
910	Thu31	0.029	0.113	0.058	0.083	0.007	0.015	0.032	0.017	0.136	0.041	0.081	0.113	0.022	0.045	0.013	0.025	0.045	0.033	0.059	0.032	7	Thu25	0.015	Thu28	TRUE	0.1 < p < 0.25	18
912	Thu36	0.047	0.015	0.033	0.019	0.008	0.028	0.034	0.046	0.014	0.059	0.013	0.034	0.263	0.065	0.01	0.015	0.15	0.049	0.05	0.047	7	Thu30	0.013	Thu32	TRUE	0.25 < p < 0.5	18
913	Thu32	0.03	0.009	0.029	0.02	0.007	0.015	0.034	0.031	0.011	0.038	0.01	0.017	0.117	0.045	0.013	0.016	0.455	0.045	0.032	0.026	7	Thu30	0.01	Thu36	TRUE	0.25 < p < 0.5	18
917	Thu27	0.038	0.005	0.076	0.039	0.006	0.025	0.059	0.073	0.004	0.073	0.005	0.007	0.046	0.062	0.044	0.012	0.291	0.061	0.042	0.031	7	Thu21	0.005	Thu36	TRUE	0.25 < p < 0.5	18
925	Thu33	0.097	0.018	0.069	0.081	0.011	0.026	0.048	0.056	0.014	0.123	0.018	0.098	0.016	0.063	0.012	0.034	0.038	0.047	0.039	0.093	7	Thu28	0.014	Thu29	TRUE	0.1 < p < 0.25	18
930	Thu33	0.079	0.009	0.079	0.056	0.009	0.043	0.074	0.043	0.007	0.133	0.01	0.015	0.067	0.069	0.023	0.053	0.039	0.055	0.088	0.048	7	Thu21	0.009	Thu29	TRUE	0.1 < p < 0.25	18
934	Thu22	0.028	0.006	0.098	0.087	0.01	0.031	0.038	0.103	0.006	0.117	0.006	0.023	0.065	0.036	0.025	0.01	0.142	0.053	0.067	0.049	7	Thu21	0.006	Thu36	TRUE	0.1 < p < 0.25	18
935	Thu34	0.06	0.017	0.06	0.059	0.02	0.018	0.134	0.027	0.007	0.149	0.01	0.156	0.026	0.034	0.018	0.036	0.026	0.027	0.074	0.041	7	Thu21	0.017	Thu31	TRUE	0.1 < p < 0.25	18
936	Thu33	0.077	0.008	0.068	0.072	0.007	0.084	0.039	0.062	0.007	0.147	0.008	0.013	0.078	0.06	0.031	0.015	0.069	0.06	0.051	0.046	7	Thu30	0.008	Thu29	TRUE	0.1 < p < 0.25	18
937	Thu37	0.042	0.012	0.063	0.06	0.015	0.042	0.082	0.066	0.016	0.087	0.016	0.035	0.167	0.036	0.033	0.007	0.122	0.038	0.026	0.035	7	Thu24	0.015	Thu32	TRUE	0.1 < p < 0.25	18
938	Thu29	0.051	0.008	0.052	0.062	0.011	0.037	0.067	0.175	0.007	0.063	0.008	0.012	0.067	0.043	0.174	0.012	0.034	0.046	0.031	0.04	7	Thu21	0.008	Thu27	TRUE	0.1 < p < 0.25	18
939	Thu32	0.041	0.043	0.079	0.178	0.012	0.037	0.058	0.048	0.046	0.04	0.051	0.024	0.053	0.066	0.075	0.006	0.023	0.037	0.033	0.049	7	Thu36	0.023	Thu23	TRUE	0.1 < p < 0.25	18
941	Thu38	0.03	0.014	0.027	0.042	0.02	0.026	0.036	0.03	0.018	0.025	0.018	0.023	0.116	0.059	0.026	0.008	0.048	0.158	0.248	0.026	7	Thu30	0.018	Thu38	TRUE	0.1 < p < 0.25	18
943	Thu26	0.115	0.007	0.064	0.09	0.089	0.016	0.127	0.03	0.005	0.138	0.007	0.011	0.024	0.027	0.096	0.004	0.047	0.025	0.034	0.044	7	Thu30	0.007	Thu29	TRUE	0.1 < p < 0.25	18
946	Thu20	0.05	0.021	0.102	0.047	0.016	0.023	0.087	0.056	0.018	0.047	0.018	0.012	0.073	0.148	0.041	0.006	0.096	0.044	0.054	0.041	7	Thu24	0.016	Thu33	TRUE	0.1 < p < 0.25	18
947	Thu39	0.047	0.033	0.062	0.036	0.023	0.08	0.044	0.115	0.033	0.03	0.026	0.031	0.108	0.086	0.043	0.033	0.029	0.044	0.041	0.057	7	Thu36	0.029	Thu27	TRUE	0.1 < p < 0.25	18
948	Thu33	0.04	0.007	0.078	0.065	0.013	0.028	0.042	0.083	0.007	0.037	0.007	0.007	0.205	0.082	0.043	0.007	0.11	0.058	0.038	0.043	7	Thu30	0.007	Thu32	TRUE	0.1 < p < 0.25	18
950	Thu32	0.041	0.01	0.072	0.118	0.014	0.039	0.057	0.102	0.01	0.042	0.011	0.011	0.093	0.113	0.058	0.007	0.07	0.045	0.042	0.044	7	Thu21	0.01	Thu23	TRUE	0.1 < p < 0.25	18
955	Thu33	0.03	0.007	0.079	0.047	0.012	0.023	0.094	0.193	0.007	0.033	0.007	0.01	0.092	0.083	0.079	0.007	0.077	0.046	0.031	0.043	7	Thu28	0.007	Thu27	TRUE	0.1 < p < 0.25	18
956	Thu23	0.033	0.014	0.052	0.026	0.058	0.014	0.224	0.055	0.008	0.027	0.007	0.031	0.039	0.137	0.041	0.015	0.02	0.033	0.117	0.048	7	Thu25	0.014	Thu26	TRUE	0.1 < p < 0.25	18
958	Thu20	0.055	0.006	0.038	0.025	0.014	0.039	0.037	0.086	0.005	0.045	0.005	0.01	0.206	0.12	0.021	0.012	0.087	0.056	0.086	0.047	7	Thu21	0.006	Thu32	TRUE	0.1 < p < 0.25	18
961	Thu32	0.039	0.005	0.041	0.04	0.012	0.051	0.031	0.127	0.005	0.038	0.005	0.009	0.233	0.076	0.025	0.011	0.073	0.061	0.052	0.069	7	Thu21	0.005	Thu32	TRUE	0.1 < p < 0.25	18
962	Thu37	0.049	0.036	0.059	0.033	0.028	0.046	0.046	0.038	0.033	0.026	0.033	0.064	0.119	0.082	0.028	0.074	0.048	0.041	0.079	0.038	7	Thu24	0.028	Thu32	TRUE	0.1 < p < 0.25	18
967	Thu33	0.06	0.006	0.06	0.116	0.018	0.04	0.106	0.044	0.006	0.042	0.006	0.011	0.094	0.112	0.063	0.01	0.044	0.044	0.072	0.045	7	Thu21	0.006	Thu23	TRUE	0.1 < p < 0.25	18
969	Thu33	0.035	0.006	0.063	0.069	0.01	0.04	0.022	0.077	0.005	0.034	0.007	0.009	0.37	0.056	0.028	0.014	0.041	0.043	0.037	0.034	7	Thu30	0.007	Thu32	TRUE	0.25 < p < 0.5	18
971	Thu32	0.029	0.018	0.031	0.027	0.02	0.074	0.029	0.069	0.015	0.021	0.027	0.156	0.083	0.151	0.02	0.02	0.099	0.061	0.027	0.023	7	Thu35	0.02	Thu31	TRUE	0.1 < p < 0.25	18
973	Thu20	0.081	0.039	0.063	0.076	0.016	0.024	0.176	0.019	0.026	0.062	0.072	0.012	0.028	0.037	0.138	0.011	0.028	0.033	0.034	0.025	7	Thu24	0.016	Thu26	TRUE	0.1 < p < 0.25	18
975	Thu32	0.028	0.009	0.084	0.041	0.029	0.024	0.055	0.13	0.007	0.048	0.012	0.01	0.134	0.14	0.04	0.014	0.055	0.043	0.067	0.031	7	Thu31	0.01	Thu33	TRUE	0.1 < p < 0.25	18
980	Thu32	0.03	0.024	0.041	0.04	0.029	0.016	0.078	0.038	0.018	0.028	0.027	0.029	0.122	0.188	0.033	0.054	0.049	0.042	0.082	0.03	7	Thu21	0.024	Thu33	TRUE	0.1 < p < 0.25	18
981	Thu26	0.083	0.01	0.064	0.029	0.014	0.036	0.286	0.036	0.009	0.034	0.008	0.01	0.054	0.076	0.073	0.006	0.021	0.039	0.043	0.068	7	Thu28	0.009	Thu26	TRUE	0.25 < p < 0.5	18
982	Thu31	0.009	0.031	0.009	0.007	0.007	0.009	0.009	0.008	0.041	0.007	0.024	0.742	0.007	0.009	0.007	0.039	0.007	0.008	0.011	0.01	7	Thu32	0.007	Thu31	TRUE	p > 0.5	18
987	Thu35	0.013	0.019	0.009	0.009	0.007	0.011	0.011	0.012	0.013	0.012	0.014	0.017	0.01	0.011	0.01	0.777	0.009	0.011	0.015	0.011	7	Thu23	0.009	Thu35	TRUE	p > 0.5	18
988	Thu35	0.021	0.075	0.024	0.02	0.008	0.02	0.02	0.02	0.088	0.02	0.149	0.035	0.021	0.024	0.024	0.354	0.022	0.02	0.019	0.017	7	Thu38	0.019	Thu35	TRUE	0.25 < p < 0.5	18
990	Thu35	0.02	0.086	0.011	0.012	0.012	0.014	0.017	0.014	0.041	0.021	0.072	0.067	0.023	0.013	0.012	0.506	0.019	0.013	0.015	0.012	7	Thu34	0.012	Thu35	TRUE	p > 0.5	18
992	Thu31	0.013	0.075	0.01	0.01	0.009	0.011	0.015	0.011	0.09	0.01	0.038	0.322	0.009	0.012	0.009	0.304	0.008	0.012	0.016	0.017	7	Thu32	0.009	Thu31	TRUE	0.25 < p < 0.5	18
994	Thu31	0.008	0.03	0.006	0.008	0.005	0.01	0.007	0.006	0.036	0.006	0.015	0.807	0.009	0.008	0.006	0.005	0.006	0.009	0.006	0.007	7	Thu38	0.006	Thu31	TRUE	p > 0.5	18
996	Thu31	0.009	0.008	0.007	0.009	0.007	0.011	0.009	0.009	0.007	0.008	0.007	0.842	0.007	0.009	0.008	0.007	0.008	0.009	0.009	0.01	7	Thu30	0.007	Thu31	TRUE	p > 0.5	18
998	Thu31	0.007	0.009	0.006	0.007	0.005	0.009	0.007	0.008	0.008	0.007	0.007	0.861	0.007	0.008	0.007	0.006	0.007	0.008	0.007	0.008	7	Thu22	0.006	Thu31	TRUE	p > 0.5	18
1000	Thu29	0.09	0.021	0.087	0.062	0.009	0.049	0.053	0.026	0.018	0.097	0.014	0.031	0.051	0.05	0.102	0.008	0.02	0.08	0.037	0.096	7	Thu30	0.014	Thu34	TRUE	0.1 < p < 0.25	18
1001	Thu37	0.111	0.018	0.161	0.118	0.007	0.033	0.087	0.023	0.02	0.078	0.016	0.035	0.026	0.024	0.066	0.005	0.014	0.055	0.026	0.077	7	Thu36	0.014	Thu22	TRUE	0.1 < p < 0.25	18
1002	Thu30	0.013	0.095	0.009	0.018	0.008	0.011	0.014	0.007	0.037	0.013	0.598	0.088	0.009	0.011	0.012	0.011	0.006	0.011	0.015	0.016	7	Thu24	0.008	Thu30	TRUE	p > 0.5	18
1003	Thu30	0.012	0.23	0.012	0.016	0.007	0.01	0.018	0.015	0.045	0.017	0.072	0.43	0.024	0.016	0.016	0.005	0.012	0.013	0.014	0.016	7	Thu25	0.01	Thu31	TRUE	0.25 < p < 0.5	18
1006	Thu31	0.007	0.014	0.006	0.007	0.007	0.008	0.006	0.007	0.016	0.007	0.014	0.844	0.007	0.007	0.006	0.01	0.007	0.007	0.007	0.007	7	Thu22	0.006	Thu31	TRUE	p > 0.5	18
1008	Thu30	0.007	0.171	0.006	0.008	0.004	0.008	0.006	0.006	0.522	0.007	0.179	0.028	0.007	0.006	0.007	0.005	0.005	0.006	0.006	0.007	7	Thu35	0.005	Thu28	TRUE	p > 0.5	18
1009	Thu21	0.013	0.461	0.009	0.009	0.042	0.011	0.011	0.012	0.068	0.022	0.129	0.106	0.019	0.01	0.018	0.009	0.013	0.01	0.016	0.011	7	Thu22	0.009	Thu21	TRUE	0.25 < p < 0.5	18
1012	Thu21	0.011	0.334	0.01	0.013	0.01	0.012	0.013	0.011	0.099	0.014	0.172	0.216	0.016	0.01	0.012	0.007	0.01	0.009	0.009	0.011	7	Thu37	0.009	Thu21	TRUE	0.25 < p < 0.5	18
1013	Thu21	0.006	0.534	0.005	0.006	0.007	0.006	0.006	0.004	0.249	0.006	0.121	0.009	0.005	0.005	0.007	0.004	0.004	0.005	0.006	0.005	7	Thu27	0.004	Thu21	TRUE	p > 0.5	18
1024	Thu30	0.02	0.354	0.015	0.027	0.01	0.017	0.023	0.014	0.085	0.028	0.203	0.091	0.017	0.013	0.022	0.006	0.012	0.013	0.012	0.018	7	Thu38	0.012	Thu21	TRUE	0.25 < p < 0.5	18
1025	Thu20	0.196	0.019	0.018	0.104	0.007	0.04	0.036	0.03	0.011	0.167	0.011	0.023	0.014	0.031	0.039	0.009	0.012	0.034	0.027	0.172	7	Thu30	0.011	Thu20	TRUE	0.1 < p < 0.25	18
1026	Thu21	0.007	0.436	0.005	0.008	0.004	0.007	0.006	0.005	0.434	0.006	0.023	0.011	0.006	0.006	0.007	0.004	0.005	0.007	0.006	0.006	7	Thu36	0.005	Thu21	TRUE	0.25 < p < 0.5	18
1033	Thu31	0.02	0.034	0.014	0.029	0.008	0.029	0.016	0.022	0.033	0.013	0.022	0.607	0.01	0.031	0.011	0.007	0.031	0.025	0.015	0.022	7	Thu32	0.01	Thu31	TRUE	p > 0.5	18
1034	Thu28	0.011	0.066	0.008	0.009	0.012	0.01	0.009	0.01	0.042	0.01	0.727	0.015	0.01	0.009	0.009	0.008	0.009	0.009	0.01	0.01	7	Thu37	0.009	Thu30	TRUE	p > 0.5	18
1037	Thu28	0.007	0.116	0.007	0.009	0.004	0.008	0.006	0.007	0.452	0.007	0.311	0.013	0.007	0.006	0.007	0.005	0.006	0.007	0.006	0.008	7	Thu38	0.006	Thu28	TRUE	0.25 < p < 0.5	18
1038	Thu21	0.008	0.278	0.006	0.008	0.005	0.007	0.008	0.006	0.365	0.007	0.233	0.018	0.006	0.006	0.007	0.005	0.006	0.006	0.006	0.007	7	Thu38	0.006	Thu28	TRUE	0.25 < p < 0.5	18
1040	Thu30	0.008	0.377	0.007	0.007	0.005	0.007	0.007	0.006	0.326	0.007	0.181	0.011	0.006	0.007	0.007	0.006	0.006	0.007	0.007	0.007	7	Thu35	0.006	Thu21	TRUE	0.25 < p < 0.5	18
1047	Thu28	0.011	0.286	0.007	0.009	0.015	0.008	0.009	0.006	0.298	0.009	0.264	0.017	0.007	0.009	0.008	0.005	0.007	0.008	0.009	0.007	7	Thu39	0.007	Thu28	TRUE	0.25 < p < 0.5	18
1052	Thu28	0.006	0.084	0.005	0.006	0.004	0.005	0.005	0.004	0.743	0.005	0.089	0.008	0.004	0.005	0.005	0.004	0.004	0.005	0.005	0.005	7	Thu32	0.004	Thu28	TRUE	p > 0.5	18
1053	Thu21	0.006	0.328	0.005	0.006	0.004	0.005	0.006	0.005	0.427	0.006	0.157	0.008	0.004	0.005	0.005	0.004	0.005	0.005	0.005	0.005	7	Thu24	0.004	Thu28	TRUE	0.25 < p < 0.5	18
1054	Thu28	0.007	0.313	0.006	0.007	0.004	0.006	0.006	0.006	0.459	0.006	0.122	0.01	0.006	0.006	0.006	0.005	0.006	0.006	0.007	0.006	7	Thu39	0.006	Thu28	TRUE	0.25 < p < 0.5	18
1060	Thu28	0.009	0.176	0.006	0.01	0.007	0.008	0.008	0.006	0.371	0.009	0.314	0.022	0.007	0.007	0.007	0.005	0.007	0.007	0.007	0.007	7	Thu22	0.006	Thu28	TRUE	0.25 < p < 0.5	18
1065	Thu32	0.1	0.012	0.117	0.064	0.009	0.057	0.035	0.046	0.016	0.092	0.012	0.057	0.03	0.039	0.028	0.008	0.064	0.116	0.033	0.066	7	Thu30	0.012	Thu22	TRUE	0.1 < p < 0.25	18
1066	Thu31	0.016	0.018	0.008	0.014	0.01	0.029	0.014	0.009	0.015	0.01	0.007	0.753	0.013	0.015	0.009	0.012	0.007	0.017	0.012	0.013	7	Thu22	0.008	Thu31	TRUE	p > 0.5	18
1071	Thu21	0.062	0.099	0.028	0.073	0.012	0.061	0.062	0.014	0.05	0.042	0.083	0.209	0.022	0.022	0.033	0.015	0.013	0.023	0.025	0.053	7	Thu27	0.014	Thu31	TRUE	0.1 < p < 0.25	18
1074	Thu31	0.027	0.02	0.019	0.017	0.007	0.045	0.017	0.024	0.012	0.018	0.013	0.616	0.012	0.032	0.012	0.013	0.026	0.027	0.019	0.023	7	Thu32	0.012	Thu31	TRUE	p > 0.5	18
1084	Thu31	0.111	0.021	0.03	0.07	0.009	0.029	0.228	0.018	0.015	0.029	0.016	0.195	0.019	0.018	0.028	0.009	0.014	0.029	0.032	0.08	7	Thu36	0.014	Thu26	TRUE	0.1 < p < 0.25	18
1091	Thu28	0.009	0.22	0.007	0.01	0.006	0.009	0.009	0.006	0.097	0.01	0.525	0.03	0.009	0.007	0.008	0.008	0.007	0.008	0.008	0.008	7	Thu36	0.007	Thu30	TRUE	p > 0.5	18
1098	Thu28	0.01	0.345	0.009	0.007	0.006	0.011	0.01	0.01	0.201	0.01	0.274	0.03	0.009	0.008	0.009	0.017	0.007	0.009	0.009	0.01	7	Thu23	0.007	Thu21	TRUE	0.25 < p < 0.5	18
1102	Thu28	0.01	0.044	0.008	0.008	0.012	0.009	0.008	0.009	0.026	0.01	0.772	0.014	0.009	0.009	0.008	0.009	0.008	0.009	0.009	0.009	7	Thu26	0.008	Thu30	TRUE	p > 0.5	18
1105	Thu28	0.008	0.134	0.007	0.009	0.005	0.008	0.008	0.006	0.175	0.008	0.562	0.016	0.007	0.006	0.007	0.007	0.006	0.007	0.006	0.008	7	Thu36	0.006	Thu30	TRUE	p > 0.5	18
1108	Thu21	0.011	0.19	0.012	0.014	0.006	0.009	0.011	0.012	0.093	0.013	0.514	0.025	0.014	0.013	0.01	0.008	0.011	0.011	0.011	0.012	7	Thu25	0.009	Thu30	TRUE	p > 0.5	18
1112	Thu26	0.054	0.04	0.031	0.13	0.01	0.038	0.024	0.03	0.026	0.078	0.053	0.036	0.034	0.064	0.022	0.029	0.067	0.068	0.109	0.055	7	Thu26	0.024	Thu23	FALSE	0.1 < p < 0.25	18
1115	Thu23	0.076	0.086	0.032	0.03	0.074	0.027	0.053	0.022	0.019	0.182	0.074	0.03	0.027	0.031	0.041	0.01	0.039	0.03	0.082	0.036	7	Thu27	0.022	Thu29	TRUE	0.1 < p < 0.25	18
1119	Thu21	0.01	0.404	0.011	0.009	0.013	0.008	0.02	0.014	0.053	0.014	0.331	0.026	0.015	0.012	0.012	0.008	0.01	0.01	0.01	0.011	7	Thu23	0.009	Thu21	TRUE	0.25 < p < 0.5	18
1120	Thu30	0.017	0.262	0.01	0.012	0.01	0.013	0.015	0.011	0.06	0.015	0.251	0.075	0.015	0.015	0.009	0.152	0.008	0.013	0.021	0.016	7	Thu24	0.01	Thu21	TRUE	0.25 < p < 0.5	18
1121	Thu31	0.019	0.02	0.016	0.028	0.009	0.035	0.013	0.021	0.018	0.016	0.019	0.533	0.014	0.045	0.009	0.006	0.096	0.035	0.025	0.021	7	Thu24	0.009	Thu31	TRUE	p > 0.5	18
1122	Thu26	0.036	0.16	0.03	0.031	0.008	0.028	0.034	0.041	0.086	0.036	0.107	0.172	0.041	0.029	0.025	0.01	0.025	0.028	0.027	0.045	7	Thu36	0.025	Thu31	TRUE	0.1 < p < 0.25	18
1123	Thu30	0.009	0.181	0.007	0.008	0.005	0.008	0.008	0.007	0.534	0.007	0.15	0.019	0.007	0.007	0.008	0.005	0.006	0.008	0.008	0.009	7	Thu36	0.006	Thu28	TRUE	p > 0.5	18
1124	Thu30	0.01	0.14	0.008	0.01	0.005	0.01	0.009	0.008	0.467	0.009	0.234	0.027	0.009	0.008	0.009	0.005	0.007	0.008	0.008	0.01	7	Thu36	0.007	Thu28	TRUE	0.25 < p < 0.5	18
1125	Thu30	0.012	0.238	0.007	0.012	0.008	0.01	0.012	0.007	0.178	0.011	0.339	0.098	0.011	0.008	0.008	0.006	0.008	0.009	0.008	0.01	7	Thu22	0.007	Thu30	TRUE	0.25 < p < 0.5	18
1131	Thu31	0.012	0.025	0.01	0.012	0.007	0.035	0.01	0.011	0.045	0.012	0.032	0.703	0.014	0.01	0.011	0.007	0.01	0.012	0.01	0.012	7	Thu38	0.01	Thu31	TRUE	p > 0.5	18
1132	Thu33	0.041	0.014	0.049	0.056	0.007	0.063	0.033	0.059	0.011	0.075	0.012	0.022	0.068	0.076	0.052	0.01	0.042	0.098	0.066	0.147	7	Thu28	0.011	Thu39	TRUE	0.1 < p < 0.25	18
1133	Thu26	0.095	0.008	0.025	0.021	0.006	0.072	0.165	0.032	0.007	0.054	0.007	0.01	0.048	0.066	0.042	0.006	0.017	0.157	0.032	0.131	7	Thu30	0.007	Thu26	TRUE	0.1 < p < 0.25	18
1134	Thu32	0.04	0.07	0.015	0.017	0.011	0.034	0.03	0.025	0.047	0.041	0.041	0.1	0.321	0.04	0.021	0.009	0.034	0.037	0.032	0.037	7	Thu22	0.015	Thu32	TRUE	0.25 < p < 0.5	18
1137	Thu21	0.034	0.193	0.028	0.027	0.008	0.031	0.037	0.028	0.051	0.052	0.065	0.163	0.06	0.035	0.042	0.009	0.022	0.034	0.042	0.039	7	Thu36	0.022	Thu21	TRUE	0.1 < p < 0.25	18
1138	Thu20	0.054	0.013	0.032	0.059	0.007	0.13	0.058	0.073	0.013	0.065	0.011	0.015	0.055	0.043	0.138	0.005	0.016	0.061	0.031	0.124	7	Thu30	0.011	Thu34	TRUE	0.1 < p < 0.25	18
1139	Thu37	0.051	0.011	0.034	0.086	0.007	0.138	0.041	0.069	0.01	0.078	0.011	0.016	0.075	0.054	0.095	0.006	0.021	0.062	0.035	0.101	7	Thu28	0.01	Thu25	TRUE	0.1 < p < 0.25	18
1143	Thu38	0.08	0.021	0.041	0.04	0.006	0.048	0.048	0.038	0.012	0.095	0.013	0.024	0.03	0.038	0.183	0.02	0.037	0.081	0.088	0.059	7	Thu30	0.013	Thu34	TRUE	0.1 < p < 0.25	18
1146	Thu38	0.082	0.02	0.033	0.06	0.008	0.046	0.054	0.043	0.014	0.099	0.014	0.031	0.047	0.046	0.083	0.011	0.055	0.085	0.103	0.066	7	Thu30	0.014	Thu38	TRUE	0.1 < p < 0.25	18
