"offspring" "father" "mother" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35"
3446 NA 3440 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 175 183 286 290 235 235 211 220 169 177 255 259 216 220
827 NA 3440 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 175 183 286 290 235 235 211 220 169 177 255 259 216 220
805 NA 3440 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 175 183 286 290 235 235 211 220 169 177 255 259 216 220
673 NA 3538 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 177 177 268 284 228 228 0 0 169 173 247 255 220 228
2873 NA 3538 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 177 177 268 284 228 228 0 0 169 173 247 255 220 228
3626 NA 3538 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 177 177 268 284 228 228 0 0 169 173 247 255 220 228
3993 NA 3550 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 186 188 286 290 231 237 211 211 169 177 247 255 216 220
1238 NA 3550 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 186 188 286 290 231 237 211 211 169 177 247 255 216 220
3714 NA 3558 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 175 183 268 268 228 233 216 220 169 169 247 263 216 220
856 NA 3558 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 175 183 268 268 228 233 216 220 169 169 247 263 216 220
3707 NA 3558 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 175 183 268 268 228 233 216 220 169 169 247 263 216 220
3087 NA 3558 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 175 183 268 268 228 233 216 220 169 169 247 263 216 220
1065 NA 3566 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 177 186 288 290 233 237 211 218 169 173 251 251 216 224
3934 NA 3566 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 177 186 288 290 233 237 211 218 169 173 251 251 216 224
3034 NA 3566 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 177 186 288 290 233 237 211 218 169 173 251 251 216 224
3025 NA 3566 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 177 186 288 290 233 237 211 218 169 173 251 251 216 224
1014 NA 3566 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 177 186 288 290 233 237 211 218 169 173 251 251 216 224
3927 NA 3575 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 146 175 175 265 288 231 241 216 220 173 177 243 255 224 224
2028 NA 3609 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 184 186 290 290 231 237 210 210 169 169 251 255 216 220
3705 NA 3609 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 184 186 290 290 231 237 210 210 169 169 251 255 216 220
3082 NA 3609 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 184 186 290 290 231 237 210 210 169 169 251 255 216 220
3723 NA 3609 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 184 186 290 290 231 237 210 210 169 169 251 255 216 220
845 NA 3609 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 184 186 290 290 231 237 210 210 169 169 251 255 216 220
1253 NA 3632 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 134 134 175 186 268 286 229 239 211 216 173 173 243 243 220 224
4022 NA 3728 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 175 175 265 288 228 235 216 220 169 169 251 263 220 236
3122 NA 3728 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 175 175 265 288 228 235 216 220 169 169 251 263 220 236
2311 NA 3728 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 175 175 265 288 228 235 216 220 169 169 251 263 220 236
1254 NA 3728 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 175 175 265 288 228 235 216 220 169 169 251 263 220 236
3431 NA 3747 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 184 190 268 286 235 235 216 216 169 169 234 251 212 224
3064 NA 3747 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 184 190 268 286 235 235 216 216 169 169 234 251 212 224
1573 NA 3762 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 184 188 268 268 229 235 207 216 169 169 251 251 216 216
2991 NA 3763 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 177 177 268 288 241 241 216 216 169 169 247 247 220 228
2072 NA 3763 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 177 177 268 288 241 241 216 216 169 169 247 247 220 228
3951 NA 3763 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 177 177 268 288 241 241 216 216 169 169 247 247 220 228
944 NA 3763 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 177 177 268 288 241 241 216 216 169 169 247 247 220 228
1003 NA 3763 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 177 177 268 288 241 241 216 216 169 169 247 247 220 228
2297 NA 3787 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 175 188 265 265 233 239 220 220 169 173 238 251 220 224
3448 NA 3799 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 138 138 186 188 268 268 235 235 218 218 169 169 263 263 220 228
2115 NA 3799 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 138 138 186 188 268 268 235 235 218 218 169 169 263 263 220 228
4028 NA 3851 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 142 142 173 175 284 290 233 235 218 218 169 169 247 251 228 228
3117 NA 3851 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 142 142 173 175 284 290 233 235 218 218 169 169 247 251 228 228
883 NA 3865 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 190 268 286 237 237 211 211 173 173 263 263 216 220
3959 NA 3865 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 190 268 286 237 237 211 211 173 173 263 263 216 220
943 NA 3865 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 190 268 286 237 237 211 211 173 173 263 263 216 220
3980 NA 3866 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 188 268 288 229 241 216 220 169 173 251 251 216 220
850 NA 3866 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 188 268 288 229 241 216 220 169 173 251 251 216 220
2228 NA 3875 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 142 175 190 288 288 233 237 211 218 169 173 255 255 212 216
421 NA 3875 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 142 175 190 288 288 233 237 211 218 169 173 255 255 212 216
3151 NA 3883 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 183 188 265 286 231 241 218 220 169 173 247 255 220 220
2183 NA 3883 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 183 188 265 286 231 241 218 220 169 173 247 255 220 220
2221 NA 3895 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 188 286 288 228 228 216 220 169 169 247 255 216 216
4037 NA 3914 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 177 186 265 288 233 241 216 220 165 169 243 259 216 220
3139 NA 3914 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 177 186 265 288 233 241 216 220 165 169 243 259 216 220
1231 NA 3914 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 177 186 265 288 233 241 216 220 165 169 243 259 216 220
2263 NA 3914 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 177 186 265 288 233 241 216 220 165 169 243 259 216 220
1262 NA 3931 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 188 290 290 228 229 228 230 173 173 238 251 216 220
1985 NA 3931 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 188 290 290 228 229 228 230 173 173 238 251 216 220
2770 NA 3931 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 188 290 290 228 229 228 230 173 173 238 251 216 220
1202 NA 3931 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 188 290 290 228 229 228 230 173 173 238 251 216 220
1258 NA 3947 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 177 184 268 286 229 237 216 220 169 177 259 263 220 220
1984 NA 3947 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 177 184 268 286 229 237 216 220 169 177 259 263 220 220
