"offspring" "father" "colonyOffsp" "colonyFather" "yearOffsp" "yearFather" "ageFather" "sexOffsp" "y2013_1" "y2013_2" "y2014_1" "y2014_2" "y2015_1" "y2015_2" "y2016_1" "y2016_2"
1348 1090 "M1975" "M1975" "2013" "2013" "Adult" "F" "M1975" "M1975" NA "M1975" "M1975" NA "M1975" NA
2080 1092 "M1975" "M1975" "2014" "2013" "Adult" "M" "M1975" "M1975" NA "M1975" NA NA NA NA
4044 1094 "M1975" "M1975" "2016" "2013" "Adult" "M" "M1975" "M1975" NA NA NA NA NA NA
2085 1094 "M1975" "M1975" "2014" "2013" "Adult" "F" "M1975" "M1975" NA NA NA NA NA NA
1225 1095 "M809" "M809" "2013" "2013" "Adult" "F" "M809" "M809" "M809" "M809" NA "M809" "M809" "M809"
2314 1095 "M809" "M809" "2014" "2013" "Adult" "F" "M809" "M809" "M809" "M809" NA "M809" "M809" "M809"
1366 1100 "M809" "M809" "2013" "2013" "Adult" "F" "M809" NA NA NA NA NA NA NA
3992 1100 "M809" "M809" "2016" "2013" "Adult" "M" "M809" NA NA NA NA NA NA NA
3125 1100 "M809" "M809" "2015" "2013" "Adult" "F" "M809" NA NA NA NA NA NA NA
1379 1103 "M1975" "M1975" "2013" "2013" "Adult" "F" "M1975" "M1975" "M1975" "M1975" NA NA NA NA
2096 1103 "M1975" "M1975" "2014" "2013" "Adult" "M" "M1975" "M1975" "M1975" "M1975" NA NA NA NA
2316 1105 "M809" "M809" "2014" "2013" "Adult" "F" "M809" NA "M809" NA NA NA NA NA
4032 1105 "M809" "M809" "2016" "2013" "Adult" "F" "M809" NA "M809" NA NA NA NA NA
2264 1109 "M809" "M809" "2014" "2013" "Adult" "F" "M809" NA NA NA NA NA NA NA
1384 1116 "M1975" "M1975" "2013" "2013" "Adult" "F" "M1975" "M1975" "M1975" "M1975" NA "M1975" "M1975" NA
2974 1116 "M1975" "M1975" "2015" "2013" "Adult" "F" "M1975" "M1975" "M1975" "M1975" NA "M1975" "M1975" NA
1385 1116 "M1975" "M1975" "2013" "2013" "Adult" "F" "M1975" "M1975" "M1975" "M1975" NA "M1975" "M1975" NA
2237 1116 "M1975" "M1975" "2014" "2013" "Adult" "F" "M1975" "M1975" "M1975" "M1975" NA "M1975" "M1975" NA
3313 1116 "M1975" "M1975" "2016" "2013" "Adult" "F" "M1975" "M1975" "M1975" "M1975" NA "M1975" "M1975" NA
2244 1119 "M1975" "M1975" "2014" "2013" "Adult" "M" "M1975" NA NA NA NA NA NA NA
3463 1124 "CXSGT" "CXSGT" "2016" "2013" "Adult" "F" "CXSGT" "CXSGT" NA NA "CXSGT" NA "CXSGT" "CXSGT"
2078 1124 "CXSGT" "CXSGT" "2014" "2013" "Adult" "M" "CXSGT" "CXSGT" NA NA "CXSGT" NA "CXSGT" "CXSGT"
2941 1124 "CXSGT" "CXSGT" "2015" "2013" "Adult" "F" "CXSGT" "CXSGT" NA NA "CXSGT" NA "CXSGT" "CXSGT"
1378 1124 "CXSGT" "CXSGT" "2013" "2013" "Adult" "M" "CXSGT" "CXSGT" NA NA "CXSGT" NA "CXSGT" "CXSGT"
2093 1132 "M1975" "M1975" "2014" "2013" "Adult" "M" "M1975" NA "M1975" NA NA NA "M1975" "M1975"
1990 1241 "PP3" "PP3" "2014" "2013" "Juv" "M" NA "PP3" NA NA NA NA NA NA
2618 1400 "PP1" "PP1" "2015" "2013" "Adult" "M" "PP1" NA NA NA NA NA NA NA
2159 1431 "M1079" "M1079" "2014" "2013" "Adult" "F" "M1079" "M1079" NA NA "M1079" NA NA NA
1581 1445 "M1079" "M1079" "2013" "2013" "Adult" "F" "M1079" NA "M1079" "M1079" "M1079" NA "M1079" "M1079"
2700 1451 "M1079" "M1079" "2015" "2013" "Adult" "F" "M1079" "M1079" NA "M1079" NA NA NA NA
1623 1451 "M1079" "M1079" "2013" "2013" "Adult" "M" "M1079" "M1079" NA "M1079" NA NA NA NA
1627 1451 "M1079" "M1079" "2013" "2013" "Adult" "M" "M1079" "M1079" NA "M1079" NA NA NA NA
3388 1489 "M1079" "M1079" "2016" "2013" "Adult" "F" "M1079" "M1079" NA NA NA "M1079" "M1079" "M1079"
2152 1497 "M1079" "M1079" "2014" "2013" "Adult" "F" "M1079" "M1079" "M1079" "M1079" "M1079" NA NA NA
1574 1497 "M1079" "M1079" "2013" "2013" "Adult" "F" "M1079" "M1079" "M1079" "M1079" "M1079" NA NA NA
1628 1510 "M1079" "M1079" "2013" "2013" "Adult" "F" "M1079" "M1079" NA NA NA NA NA NA
2698 1510 "M1079" "M1079" "2015" "2013" "Adult" "F" "M1079" "M1079" NA NA NA NA NA NA
1583 1513 "M1079" "M1079" "2013" "2013" "Adult" "F" "M1079" "M1079" NA "M1079" NA NA NA "M1079"
2694 1513 "M1079" "M1079" "2015" "2013" "Adult" "M" "M1079" "M1079" NA "M1079" NA NA NA "M1079"
1586 1520 "M1079" "M1079" "2013" "2013" "Adult" "M" "M1079" "M1079" NA NA NA NA NA NA
1624 1520 "M1079" "M1079" "2013" "2013" "Adult" "F" "M1079" "M1079" NA NA NA NA NA NA
1601 1526 "M1079" "M1079" "2013" "2013" "Adult" "F" "M1079" "M1079" NA NA NA NA NA NA
1592 1566 "M1079" "M1079" "2013" "2013" "Adult" "F" "M1079" "M1079" NA NA NA NA NA NA
465 1610 "M831" "M831" "2013" "2013" "Adult" "F" "M831" NA "M831" NA NA NA NA NA
2866 1610 "M831" "M831" "2015" "2013" "Adult" "M" "M831" NA "M831" NA NA NA NA NA
2300 1635 "PP1" "PP1" "2014" "2013" "Juv" "F" NA "PP1" NA NA NA NA NA NA
2648 1635 "PP1" "PP1" "2015" "2013" "Juv" "M" NA "PP1" NA NA NA NA NA NA
279 1638 "M831" "M831" "2013" "2013" "Adult" "M" "M831" "M831" "M831" "M831" "M831" NA "M831" NA
1247 1679 "PP3" "PP3" "2013" "2014" "Adult" "M" NA NA "PP3" NA NA "PP3" NA NA
2724 1679 "PP3" "PP3" "2015" "2014" "Adult" "F" NA NA "PP3" NA NA "PP3" NA NA
1983 1679 "PP3" "PP3" "2014" "2014" "Adult" "M" NA NA "PP3" NA NA "PP3" NA NA
2712 1679 "PP3" "PP3" "2015" "2014" "Adult" "F" NA NA "PP3" NA NA "PP3" NA NA
1221 1681 "PP3" "PP3" "2013" "2014" "Adult" "M" NA NA "PP3" NA "PP3" NA NA NA
2715 1681 "PP3" "PP3" "2015" "2014" "Adult" "F" NA NA "PP3" NA "PP3" NA NA NA
1994 1681 "PP3" "PP3" "2014" "2014" "Adult" "M" NA NA "PP3" NA "PP3" NA NA NA
2924 1684 "M813" "M813" "2015" "2014" "Adult" "M" NA NA "M813" NA "M813" NA NA NA
3417 1684 "M813" "M813" "2016" "2014" "Adult" "F" NA NA "M813" NA "M813" NA NA NA
1986 1684 "M813" "M813" "2014" "2014" "Adult" "F" NA NA "M813" NA "M813" NA NA NA
422 1684 "M813" "M813" "2013" "2014" "Adult" "M" NA NA "M813" NA "M813" NA NA NA
2946 1698 "M813" "M813" "2015" "2014" "Adult" "M" NA NA "M813" "M813" NA "M813" NA NA
1756 1698 "M813" "M813" "2014" "2014" "Adult" "M" NA NA "M813" "M813" NA "M813" NA NA
3926 1726 "M1106" "M1106" "2016" "2014" "Adult" "F" NA NA "M1106" NA "M1106" "M1106" NA NA
1190 1739 "M813" "M813" "2013" "2014" "Adult" "F" NA NA "M813" "M813" NA NA "M813" "M813"
1010 1769 "M1106" "M1106" "2013" "2014" "Adult" "F" NA NA "M1106" NA NA NA NA NA
3925 1769 "M1106" "M1106" "2016" "2014" "Adult" "F" NA NA "M1106" NA NA NA NA NA
3982 1791 "M811" "M811" "2016" "2014" "Adult" "F" NA NA "M811" NA "M811" "M811" "M811" "M811"
543 1791 "M811" "M811" "2013" "2014" "Adult" "F" NA NA "M811" NA "M811" "M811" "M811" "M811"
2194 1791 "M811" "M811" "2014" "2014" "Adult" "M" NA NA "M811" NA "M811" "M811" "M811" "M811"
2211 1792 "M811" "M811" "2014" "2014" "Adult" "F" NA NA "M811" "M811" "M811" "M811" NA NA
3994 1795 "M811" "M811" "2016" "2014" "Adult" "M" NA NA "M811" NA NA NA NA NA
539 1795 "M811" "M811" "2013" "2014" "Adult" "F" NA NA "M811" NA NA NA NA NA
401 1826 "M1102" "M1102" "2013" "2014" "Adult" "F" NA NA "M1102" NA NA NA NA NA
2234 1826 "M1102" "M1102" "2014" "2014" "Adult" "F" NA NA "M1102" NA NA NA NA NA
2239 1832 "M1975" "M1975" "2014" "2014" "Adult" "M" NA NA "M1975" "M1975" "M1975" "M1975" NA NA
4040 1832 "M1975" "M1975" "2016" "2014" "Adult" "F" NA NA "M1975" "M1975" "M1975" "M1975" NA NA
1349 1832 "M1975" "M1975" "2013" "2014" "Adult" "F" NA NA "M1975" "M1975" "M1975" "M1975" NA NA
2198 1833 "M1102" "M1102" "2014" "2014" "Adult" "F" NA NA "M1102" "M1102" NA NA NA NA
2225 1833 "M1102" "M1102" "2014" "2014" "Adult" "M" NA NA "M1102" "M1102" NA NA NA NA
420 1833 "M1102" "M1102" "2013" "2014" "Adult" "F" NA NA "M1102" "M1102" NA NA NA NA
4025 1834 "M1975" "M1975" "2016" "2014" "Adult" "F" NA NA "M1975" "M1975" NA "M1975" NA "M1975"
1642 1849 "M1079" "M1079" "2013" "2014" "Adult" "F" NA NA "M1079" NA NA NA NA NA
4035 1861 "M809" "M809" "2016" "2014" "Adult" "M" NA NA "M809" "M809" NA "M809" NA NA
1237 1867 "M809" "M809" "2013" "2014" "Adult" "F" NA NA "M809" "M809" NA NA "M809" NA
4026 1867 "M809" "M809" "2016" "2014" "Adult" "F" NA NA "M809" "M809" NA NA "M809" NA
2288 1867 "M809" "M809" "2014" "2014" "Adult" "F" NA NA "M809" "M809" NA NA "M809" NA
1260 1873 "M809" "M809" "2013" "2014" "Adult" "F" NA NA "M809" NA NA NA NA "M809"
4027 1873 "M809" "M809" "2016" "2014" "Adult" "F" NA NA "M809" NA NA NA NA "M809"
3116 1873 "M809" "M809" "2015" "2014" "Adult" "F" NA NA "M809" NA NA NA NA "M809"
3093 1897 "M809" "M809" "2015" "2014" "Adult" "F" NA NA "M809" "M809" NA "M809" "M809" "M809"
1240 1899 "M809" "M809" "2013" "2014" "Adult" "F" NA NA "M809" NA NA NA NA NA
4031 1899 "M809" "M809" "2016" "2014" "Adult" "F" NA NA "M809" NA NA NA NA NA
2905 1923 "M831" "M831" "2015" "2014" "Adult" "F" NA NA "M831" NA "M831" "M831" NA "M831"
268 1928 "M831" "M831" "2013" "2014" "Adult" "F" NA NA "M831" "M831" "M831" NA NA "M831"
3719 2032 "M244" "M244" "2016" "2014" "Adult" "F" NA NA "M244" "M244" "M244" NA NA NA
2002 2032 "M244" "M244" "2014" "2014" "Adult" "F" NA NA "M244" "M244" "M244" NA NA NA
810 2107 "M815" "M815" "2013" "2014" "Adult" "F" NA NA "M815" "M815" "M815" "M815" "M815" "M815"
3052 2107 "M815" "M815" "2015" "2014" "Adult" "M" NA NA "M815" "M815" "M815" "M815" "M815" "M815"
2114 2108 "M815" "M815" "2014" "2014" "Adult" "F" NA NA "M815" "M815" "M815" "M815" "M815" "M815"
461 2139 "M831" "M831" "2013" "2014" "Adult" "F" NA NA "M831" NA NA NA NA NA
2795 2146 "M831" "M831" "2015" "2014" "Adult" "F" NA NA "M831" NA "M831" "M831" NA NA
459 2345 "M831" "M831" "2013" "2014" "Adult" "F" NA NA "M831" NA NA NA NA NA
2813 2345 "M831" "M831" "2015" "2014" "Adult" "M" NA NA "M831" NA NA NA NA NA
2006 2364 "M244" "M244" "2014" "2014" "Adult" "F" NA NA "M244" NA "M244" "M244" NA "M244"
2013 2364 "M244" "M244" "2014" "2014" "Adult" "F" NA NA "M244" NA "M244" "M244" NA "M244"
1336 2380 "M815" "M815" "2013" "2014" "Adult" "M" NA NA "M815" NA NA NA NA NA
2789 2383 "M1551" "M1551" "2015" "2014" "Adult" "M" NA NA "M1551" NA NA "M1551" "M1551" "M1551"
890 2383 "M1551" "M1551" "2013" "2014" "Adult" "F" NA NA "M1551" NA NA "M1551" "M1551" "M1551"
886 2401 "M1551" "M1551" "2013" "2014" "Adult" "F" NA NA "M1551" NA NA NA "M1551" "M1551"
2768 2401 "M1551" "M1551" "2015" "2014" "Adult" "M" NA NA "M1551" NA NA NA "M1551" "M1551"
2284 2401 "M1551" "M1551" "2014" "2014" "Adult" "F" NA NA "M1551" NA NA NA "M1551" "M1551"
1404 2403 "PP1" "PP1" "2013" "2014" "Adult" "F" NA NA "PP1" NA NA NA NA NA
2631 2403 "PP1" "PP1" "2015" "2014" "Adult" "M" NA NA "PP1" NA NA NA NA NA
2299 2403 "PP1" "PP1" "2014" "2014" "Adult" "M" NA NA "PP1" NA NA NA NA NA
3991 2430 "M811" "M811" "2016" "2015" "Adult" "M" NA NA NA NA "M811" NA "M811" NA
59 2472 "M1112" "M1112" "2013" "2015" "Adult" "F" NA NA NA NA "M1112" NA NA NA
3766 2472 "M1112" "M1112" "2016" "2015" "Adult" "F" NA NA NA NA "M1112" NA NA NA
78 2480 "M1112" "M1112" "2013" "2015" "Adult" "F" NA NA NA NA "M1112" NA "M1112" NA
3771 2480 "M1112" "M1112" "2016" "2015" "Adult" "F" NA NA NA NA "M1112" NA "M1112" NA
2702 2480 "M1112" "M1112" "2015" "2015" "Adult" "M" NA NA NA NA "M1112" NA "M1112" NA
3452 2484 "M1113" "M1113" "2016" "2015" "Adult" "F" NA NA NA NA "M1113" "M1113" NA "M1113"
2641 2484 "M1113" "M1113" "2015" "2015" "Adult" "F" NA NA NA NA "M1113" "M1113" NA "M1113"
3458 2508 "M1113" "M1113" "2016" "2015" "Adult" "M" NA NA NA NA "M1113" "M1113" NA "M1113"
1206 2508 "M1113" "M1113" "2013" "2015" "Adult" "F" NA NA NA NA "M1113" "M1113" NA "M1113"
962 2509 "PP1" "PP1" "2013" "2015" "Adult" "M" NA NA NA NA "PP1" NA NA NA
3065 2579 "M1979" "M1979" "2015" "2015" "Adult" "F" NA NA NA NA "M1979" NA NA NA
3427 2579 "M1979" "M1979" "2016" "2015" "Adult" "M" NA NA NA NA "M1979" NA NA NA
2065 2612 "M1106" "M1106" "2014" "2015" "Adult" "M" NA NA NA NA "M1106" NA NA NA
3953 2612 "M1106" "M1106" "2016" "2015" "Adult" "F" NA NA NA NA "M1106" NA NA NA
1008 2612 "M1106" "M1106" "2013" "2015" "Adult" "M" NA NA NA NA "M1106" NA NA NA
2043 2621 "M1106" "M1106" "2014" "2015" "Adult" "F" NA NA NA NA "M1106" "M1106" "M1106" "M1106"
958 2621 "M1106" "M1106" "2013" "2015" "Adult" "F" NA NA NA NA "M1106" "M1106" "M1106" "M1106"
2041 2635 "M1106" "M1106" "2014" "2015" "Adult" "F" NA NA NA NA "M1106" NA NA NA
3942 2635 "M1106" "M1106" "2016" "2015" "Adult" "F" NA NA NA NA "M1106" NA NA NA
4011 2758 "M811" "M811" "2016" "2015" "Adult" "M" NA NA NA NA "M811" NA "M811" NA
2910 2839 "M831" "M831" "2015" "2015" "Adult" "M" NA NA NA NA "M831" "M831" NA NA
3691 2855 "M831" "M831" "2016" "2015" "Adult" "F" NA NA NA NA "M831" "M831" NA NA
470 2855 "M831" "M831" "2013" "2015" "Adult" "M" NA NA NA NA "M831" "M831" NA NA
2841 2898 "M831" "M831" "2015" "2015" "Adult" "M" NA NA NA NA "M831" "M831" "M831" "M831"
3408 2921 "M813" "M813" "2016" "2015" "Adult" "F" NA NA NA NA "M813" "M813" NA NA
1749 3003 "M813" "M813" "2014" "2015" "Adult" "F" NA NA NA NA "M813" NA "M813" "M813"
3400 3003 "M813" "M813" "2016" "2015" "Adult" "F" NA NA NA NA "M813" NA "M813" "M813"
1746 3011 "M813" "M813" "2014" "2015" "Adult" "F" NA NA NA NA "M813" NA NA NA
1171 3011 "M813" "M813" "2013" "2015" "Adult" "M" NA NA NA NA "M813" NA NA NA
3436 3043 "M815" "M815" "2016" "2015" "Adult" "F" NA NA NA NA "M815" "M815" "M815" "M815"
825 3047 "M815" "M815" "2013" "2015" "Adult" "F" NA NA NA NA "M815" "M815" "M815" "M815"
3056 3047 "M815" "M815" "2015" "2015" "Adult" "F" NA NA NA NA "M815" "M815" "M815" "M815"
2241 3176 "M1102" "M1102" "2014" "2015" "Adult" "M" NA NA NA NA "M1102" NA "M1102" "M1102"
4039 3176 "M1102" "M1102" "2016" "2015" "Adult" "F" NA NA NA NA "M1102" NA "M1102" "M1102"
423 3176 "M1102" "M1102" "2013" "2015" "Adult" "M" NA NA NA NA "M1102" NA "M1102" "M1102"
2219 3176 "M1102" "M1102" "2014" "2015" "Adult" "F" NA NA NA NA "M1102" NA "M1102" "M1102"
1602 3184 "M1079" "M1079" "2013" "2015" "Adult" "F" NA NA NA NA "M1079" NA NA NA
2175 3184 "M1079" "M1079" "2014" "2015" "Adult" "F" NA NA NA NA "M1079" NA NA NA
1947 3236 "M831" "M831" "2014" "2015" "Adult" "F" NA NA NA NA "M831" NA NA NA
1667 3236 "M831" "M831" "2013" "2015" "Adult" "M" NA NA NA NA "M831" NA NA NA
3397 3389 "M1079" "M1079" "2016" "2016" "Adult" "F" NA NA NA NA NA NA "M1079" "M1079"
2713 3391 "PP3" "PP3" "2015" "2016" "Adult" "F" NA NA NA NA NA NA "PP3" NA
3446 3440 "M815" "M815" "2016" "2016" "Adult" "F" NA NA NA NA NA NA "M815" "M815"
827 3440 "M815" "M815" "2013" "2016" "Adult" "F" NA NA NA NA NA NA "M815" "M815"
805 3440 "M815" "M815" "2013" "2016" "Adult" "F" NA NA NA NA NA NA "M815" "M815"
673 3538 "M831" "M831" "2013" "2016" "Adult" "F" NA NA NA NA NA NA "M831" NA
2873 3538 "M831" "M831" "2015" "2016" "Adult" "F" NA NA NA NA NA NA "M831" NA
3626 3538 "M831" "M831" "2016" "2016" "Adult" "F" NA NA NA NA NA NA "M831" NA
2311 3545 "M809" "M809" "2014" "2016" "Adult" "F" NA NA NA NA NA NA "M809" NA
3993 3550 "M809" "M809" "2016" "2016" "Adult" "F" NA NA NA NA NA NA "M809" NA
1238 3550 "M809" "M809" "2013" "2016" "Adult" "F" NA NA NA NA NA NA "M809" NA
856 3558 "M244" "M244" "2013" "2016" "Adult" "M" NA NA NA NA NA NA "M244" "M244"
3707 3558 "M244" "M244" "2016" "2016" "Adult" "F" NA NA NA NA NA NA "M244" "M244"
3087 3558 "M244" "M244" "2015" "2016" "Adult" "F" NA NA NA NA NA NA "M244" "M244"
3034 3566 "M1106" "M1106" "2015" "2016" "Adult" "F" NA NA NA NA NA NA "M1106" NA
1065 3566 "M1106" "M1106" "2013" "2016" "Adult" "M" NA NA NA NA NA NA "M1106" NA
3025 3566 "M1106" "M1106" "2015" "2016" "Adult" "F" NA NA NA NA NA NA "M1106" NA
1014 3566 "M1106" "M1106" "2013" "2016" "Adult" "M" NA NA NA NA NA NA "M1106" NA
3934 3566 "M1106" "M1106" "2016" "2016" "Adult" "F" NA NA NA NA NA NA "M1106" NA
1231 3569 "M809" "M809" "2013" "2016" "Adult" "F" NA NA NA NA NA NA "M809" NA
2263 3569 "M809" "M809" "2014" "2016" "Adult" "F" NA NA NA NA NA NA "M809" NA
3927 3575 "M1106" "M1106" "2016" "2016" "Adult" "F" NA NA NA NA NA NA "M1106" "M1106"
3082 3609 "M244" "M244" "2015" "2016" "Adult" "F" NA NA NA NA NA NA "M244" NA
2028 3609 "M244" "M244" "2014" "2016" "Adult" "F" NA NA NA NA NA NA "M244" NA
3723 3609 "M244" "M244" "2016" "2016" "Adult" "F" NA NA NA NA NA NA "M244" NA
845 3609 "M244" "M244" "2013" "2016" "Adult" "F" NA NA NA NA NA NA "M244" NA
4022 3728 "M809" "M809" "2016" "2016" "Adult" "F" NA NA NA NA NA NA "M809" NA
3122 3728 "M809" "M809" "2015" "2016" "Adult" "F" NA NA NA NA NA NA "M809" NA
3431 3747 "M1979" "M1979" "2016" "2016" "Adult" "M" NA NA NA NA NA NA "M1979" NA
3064 3747 "M1979" "M1979" "2015" "2016" "Adult" "F" NA NA NA NA NA NA "M1979" NA
1573 3762 "M1079" "M1079" "2013" "2016" "Adult" "F" NA NA NA NA NA NA "M1079" NA
3951 3763 "M1106" "M1106" "2016" "2016" "Adult" "F" NA NA NA NA NA NA "M1106" NA
2991 3763 "M1106" "M1106" "2015" "2016" "Adult" "F" NA NA NA NA NA NA "M1106" NA
2072 3763 "M1106" "M1106" "2014" "2016" "Adult" "F" NA NA NA NA NA NA "M1106" NA
944 3763 "M1106" "M1106" "2013" "2016" "Adult" "M" NA NA NA NA NA NA "M1106" NA
1003 3763 "M1106" "M1106" "2013" "2016" "Adult" "M" NA NA NA NA NA NA "M1106" NA
2115 3799 "M815" "M815" "2014" "2016" "Adult" "F" NA NA NA NA NA NA "M815" NA
4028 3851 "M809" "M809" "2016" "2016" "Adult" "M" NA NA NA NA NA NA "M809" NA
3117 3851 "M809" "M809" "2015" "2016" "Adult" "F" NA NA NA NA NA NA "M809" NA
3959 3865 "M1551" "M1551" "2016" "2016" "Adult" "F" NA NA NA NA NA NA "M1551" NA
3980 3866 "M1551" "M1551" "2016" "2016" "Adult" "F" NA NA NA NA NA NA "M1551" NA
850 3866 "M1551" "M1551" "2013" "2016" "Adult" "F" NA NA NA NA NA NA "M1551" NA
3370 3871 "M1102" "M1102" "2016" "2016" "Adult" "M" NA NA NA NA NA NA "M1102" NA
2228 3875 "M1102" "M1102" "2014" "2016" "Adult" "M" NA NA NA NA NA NA "M1102" NA
421 3875 "M1102" "M1102" "2013" "2016" "Adult" "F" NA NA NA NA NA NA "M1102" NA
3151 3883 "M811" "M811" "2015" "2016" "Adult" "F" NA NA NA NA NA NA "M811" NA
2183 3883 "M811" "M811" "2014" "2016" "Adult" "M" NA NA NA NA NA NA "M811" NA
2770 3931 "PP3" "PP3" "2015" "2016" "Adult" "F" NA NA NA NA NA NA "PP3" NA
1202 3931 "PP3" "PP3" "2013" "2016" "Adult" "F" NA NA NA NA NA NA "PP3" NA
1985 3931 "PP3" "PP3" "2014" "2016" "Adult" "F" NA NA NA NA NA NA "PP3" NA
