idind	rha101	rha101b	rha109	rha109b	rha4	rha4b	rha7	rha7b	rhc108	rhc108b	rhc3	rhc3b	rhd102	rhd102b	rhd103	rhd103b	idcol	sexe	ageWhenFirstCaptur	yearWhenFirstCaptur	col2015_1	col2015_2	col2016_1	col2016_2	col2017_1	col2017_2
483	134	136	186	190	286	286	228	228	0	0	177	177	259	259	212	220	7	M	Juv	2017	NA	NA	NA	NA	NA	NA
484	134	136	186	190	0	0	226	228	214	214	177	177	255	255	212	228	4	M	Adult	2015	NA	NA	NA	NA	NA	NA
485	134	136	183	186	290	290	228	228	218	218	169	169	247	247	220	220	13	M	Adult	2015	NA	NA	NA	NA	NA	NA
486	134	136	183	186	268	268	228	228	215	218	169	169	247	267	220	224	18	M	Adult	2016	NA	NA	NA	NA	NA	NA
487	134	136	183	186	288	290	226	228	212	215	177	177	243	247	212	220	6	M	Juv	2017	NA	NA	NA	NA	NA	NA
488	134	136	183	186	288	290	228	228	215	215	169	177	247	259	224	224	13	M	Juv	2016	NA	NA	NA	NA	NA	NA
489	134	136	183	186	288	290	228	228	215	215	169	169	238	243	212	228	1	M	Adult	2015	NA	NA	NA	NA	NA	NA
490	134	136	183	186	288	290	228	228	214	215	169	169	238	243	212	228	7	M	Adult	2015	NA	NA	NA	NA	NA	NA
491	134	136	183	186	268	288	228	237	215	215	169	177	247	263	220	224	8	M	Juv	2017	NA	NA	NA	NA	NA	NA
492	134	136	183	186	268	288	228	235	215	215	169	177	243	263	212	220	1	M	Juv	2015	NA	NA	NA	NA	NA	NA
493	134	136	183	186	268	288	226	228	214	214	169	169	247	255	224	228	15	M	Juv	2015	NA	NA	NA	NA	NA	NA
494	134	136	183	186	268	288	226	228	215	218	169	169	247	255	228	228	7	M	Adult	2015	NA	NA	NA	NA	NA	NA
495	134	136	183	186	268	288	228	228	214	214	177	177	238	247	212	224	3	M	Juv	2017	NA	NA	NA	NA	NA	NA
496	134	136	183	186	268	288	228	228	215	218	169	169	238	243	212	228	1	M	Juv	2015	NA	NA	NA	NA	NA	NA
497	134	136	183	186	288	288	226	237	215	220	177	177	251	255	220	220	13	M	Juv	2016	NA	NA	NA	NA	NA	NA
498	134	136	183	186	288	288	226	237	215	218	177	177	251	255	220	220	13	M	Juv	2016	NA	NA	NA	NA	NA	NA
499	134	136	183	186	288	288	228	237	214	218	169	177	243	243	220	228	4	M	Juv	2017	NA	NA	NA	NA	NA	NA
500	134	136	183	186	288	288	228	237	0	0	169	177	247	251	224	224	13	M	Adult	2017	NA	NA	NA	NA	NA	NA
501	134	136	183	186	288	288	228	237	0	0	169	169	243	243	220	220	4	M	Juv	2017	NA	NA	NA	NA	NA	NA
502	134	136	183	186	288	288	226	228	215	215	169	169	243	243	212	220	13	M	Adult	2017	NA	NA	NA	NA	NA	NA
503	134	136	183	186	288	288	226	228	214	215	169	177	255	259	220	228	3	M	Juv	2015	NA	NA	NA	NA	NA	NA
504	134	136	183	186	288	288	228	228	214	215	177	177	247	263	220	224	1	M	Juv	2015	NA	NA	NA	NA	NA	NA
505	134	136	183	186	288	288	228	228	214	214	169	169	255	263	220	224	19	M	Juv	2017	NA	NA	NA	NA	NA	NA
506	134	136	183	186	288	288	228	228	214	218	169	169	247	247	212	220	14	M	Juv	2016	NA	NA	NA	NA	NA	NA
507	134	136	183	186	286	290	226	235	0	0	169	177	247	247	212	220	18	M	Adult	2017	NA	NA	NA	NA	NA	NA
509	134	136	183	186	268	286	226	228	214	214	169	177	243	247	212	224	14	M	Adult	2015	NA	NA	NA	NA	NA	NA
510	134	136	183	186	286	288	226	228	215	218	169	177	243	259	212	224	18	M	Juv	2016	NA	NA	NA	NA	NA	NA
511	134	136	183	186	286	288	228	228	214	214	169	169	247	247	220	224	14	M	Juv	2017	NA	NA	NA	NA	NA	NA
512	134	136	183	186	286	288	228	228	215	218	169	177	247	255	228	228	20	M	Adult	2015	NA	NA	NA	NA	NA	NA
513	134	136	183	186	0	0	226	228	214	218	169	177	243	243	220	224	14	M	Adult	2015	NA	NA	NA	NA	NA	NA
514	134	136	183	186	0	0	228	228	215	218	169	173	243	255	228	228	1	M	Adult	2015	NA	NA	NA	NA	NA	NA
515	134	136	186	188	268	288	228	229	211	215	169	169	238	247	220	224	16	M	Adult	2015	NA	NA	NA	NA	NA	NA
516	134	136	186	188	288	288	228	229	215	215	169	169	251	251	208	212	16	M	Juv	2016	NA	NA	NA	NA	NA	NA
518	134	136	186	188	268	286	228	229	215	215	169	169	238	251	212	220	16	M	Adult	2015	NA	NA	NA	NA	NA	NA
519	134	136	186	188	286	288	228	229	215	215	169	169	238	247	208	220	16	M	Adult	2015	NA	NA	NA	NA	NA	NA
520	134	136	186	188	286	288	228	229	214	215	169	169	238	243	212	220	16	M	Adult	2015	NA	NA	NA	NA	NA	NA
521	134	136	186	188	286	288	228	228	212	215	169	177	247	251	212	220	16	M	Adult	2016	NA	NA	NA	NA	NA	NA
523	134	136	186	188	0	0	228	229	215	215	169	177	238	255	220	220	16	M	Adult	2015	NA	NA	NA	NA	NA	NA
524	134	136	186	188	288	288	228	229	215	218	169	169	247	251	220	224	16	M	Adult	2015	NA	NA	NA	NA	NA	NA
525	134	136	186	188	0	0	228	229	214	218	169	169	247	259	212	220	18	M	Juv	2015	NA	NA	NA	NA	NA	NA
526	134	136	177	186	248	274	226	228	215	218	169	169	251	251	212	212	19	M	Adult	2015	NA	NA	NA	NA	NA	NA
527	134	136	177	186	290	290	228	237	218	218	169	169	243	255	212	220	20	M	Juv	2015	NA	NA	NA	NA	NA	NA
528	134	136	177	186	290	290	228	228	215	218	169	169	247	247	220	228	4	M	Juv	2016	NA	NA	NA	NA	NA	NA
529	134	136	177	186	268	290	226	228	215	218	169	177	243	255	212	220	4	M	Juv	2016	NA	NA	NA	NA	NA	NA
530	134	136	177	186	268	290	228	228	214	215	169	177	255	255	220	228	10	M	Juv	2015	NA	NA	NA	NA	NA	NA
531	134	136	177	186	268	290	228	228	214	214	169	177	247	247	220	220	1	M	Adult	2015	NA	NA	NA	NA	NA	NA
532	134	136	177	186	274	288	228	235	215	218	169	177	251	259	212	220	19	M	Adult	2015	NA	NA	NA	NA	NA	NA
533	134	136	177	186	288	290	228	237	215	218	169	177	247	247	212	220	18	M	Adult	2017	NA	NA	NA	NA	NA	NA
534	134	136	177	186	288	290	226	228	215	230	169	177	247	255	228	232	1	M	Adult	2015	NA	NA	NA	NA	NA	NA
535	134	136	177	186	288	290	226	228	215	215	169	177	247	247	224	224	14	M	Juv	2017	NA	NA	NA	NA	NA	NA
536	134	136	177	186	288	290	228	228	215	215	169	177	243	251	212	232	7	M	Juv	2017	NA	NA	NA	NA	NA	NA
538	134	136	177	186	288	290	228	228	215	218	169	169	243	247	220	224	4	M	Juv	2015	NA	NA	NA	NA	NA	NA
539	134	136	177	186	288	290	228	228	215	218	169	169	259	259	224	228	7	M	Juv	2016	NA	NA	NA	NA	NA	NA
540	134	136	177	186	268	288	228	235	214	218	169	177	251	255	212	220	7	M	Juv	2015	NA	NA	NA	NA	NA	NA
541	134	136	177	186	268	288	226	228	215	218	169	177	243	247	212	220	7	M	Adult	2015	NA	NA	NA	NA	NA	NA
542	134	136	177	186	268	288	228	228	214	215	177	177	255	259	212	220	1	M	Adult	2015	NA	NA	NA	NA	NA	NA
544	134	136	177	186	288	288	226	228	215	215	169	169	234	238	220	220	18	M	Adult	2017	NA	NA	NA	NA	NA	NA
545	134	136	177	186	288	288	226	228	215	218	169	169	247	259	212	220	19	M	Adult	2015	NA	NA	NA	NA	NA	NA
546	134	136	177	186	288	288	226	228	215	215	169	177	247	247	212	228	7	M	Adult	2015	NA	NA	NA	NA	NA	NA
548	134	136	177	186	288	288	228	228	0	0	169	177	247	259	212	232	7	M	Adult	2016	NA	NA	NA	NA	NA	NA
549	134	136	177	186	268	286	228	228	214	214	169	177	238	255	228	232	15	M	Juv	2017	NA	NA	NA	NA	NA	NA
550	134	136	177	186	268	286	228	228	214	218	169	169	238	255	212	220	9	M	Juv	2015	NA	NA	NA	NA	NA	NA
552	134	136	177	186	0	0	226	228	214	218	177	177	0	0	212	212	18	M	Adult	2015	NA	NA	NA	NA	NA	NA
553	134	136	177	186	286	288	228	228	214	218	169	169	243	243	220	224	17	M	Juv	2015	NA	NA	NA	NA	NA	NA
554	134	136	186	186	290	293	228	228	214	220	169	169	243	247	220	220	13	M	Adult	2016	NA	NA	NA	NA	NA	NA
555	134	136	186	186	290	293	228	228	214	215	169	169	247	251	212	220	7	M	Adult	2015	NA	NA	NA	NA	NA	NA
556	134	136	186	186	290	290	235	237	0	0	169	177	243	247	220	232	18	M	Adult	2017	NA	NA	NA	NA	NA	NA
557	134	136	186	186	290	290	228	235	214	220	169	169	243	251	212	220	13	M	Juv	2017	NA	NA	NA	NA	NA	NA
558	134	136	186	186	290	290	228	228	214	215	169	177	243	243	220	220	17	M	Juv	2015	NA	NA	NA	NA	NA	NA
559	134	136	186	186	290	290	228	228	214	215	169	177	255	255	212	220	1	M	Adult	2015	NA	NA	NA	NA	NA	NA
560	134	136	186	186	268	293	226	228	214	214	169	169	243	263	220	220	4	M	Adult	2015	NA	NA	NA	NA	NA	NA
562	134	136	186	186	268	293	228	228	0	0	169	169	255	255	212	224	13	M	Juv	2016	NA	NA	NA	NA	NA	NA
563	134	136	186	186	268	290	237	237	215	215	169	177	251	259	212	220	7	M	Juv	2016	NA	NA	NA	NA	NA	NA
564	134	136	186	186	268	290	235	237	214	215	169	169	247	247	212	220	18	M	Adult	2015	NA	NA	NA	NA	NA	NA
567	134	136	186	186	268	290	226	226	218	218	169	177	251	255	220	228	8	M	Juv	2016	NA	NA	NA	NA	NA	NA
568	134	136	186	186	268	290	228	237	214	215	169	169	251	259	220	236	3	M	Adult	2015	NA	NA	NA	NA	NA	NA
569	134	136	186	186	268	290	228	237	218	218	169	177	243	247	212	220	14	M	Adult	2015	NA	NA	NA	NA	NA	NA
570	134	136	186	186	268	290	228	229	214	215	169	169	247	255	212	212	1	M	Adult	2015	NA	NA	NA	NA	NA	NA
571	134	136	186	186	268	290	228	235	214	214	169	169	247	247	220	220	18	M	Adult	2017	NA	NA	NA	NA	NA	NA
572	134	136	186	186	268	290	226	228	214	215	169	177	243	247	220	220	8	M	Juv	2016	NA	NA	NA	NA	NA	NA
573	134	136	186	186	268	290	226	228	215	218	169	177	243	243	224	228	13	M	Juv	2017	NA	NA	NA	NA	NA	NA
574	134	136	186	186	268	290	226	228	218	218	169	177	243	251	224	228	14	M	Juv	2015	NA	NA	NA	NA	NA	NA
575	134	136	186	186	268	290	228	228	215	215	169	177	247	247	212	224	18	M	Adult	2015	NA	NA	NA	NA	NA	NA
576	134	136	186	186	268	290	228	228	215	215	169	177	251	255	220	228	7	M	Adult	2015	NA	NA	NA	NA	NA	NA
577	134	136	186	186	268	290	228	228	214	220	169	169	238	247	220	228	3	M	Juv	2017	NA	NA	NA	NA	NA	NA
579	134	136	186	186	268	290	228	228	214	214	177	177	251	251	212	220	20	M	Juv	2017	NA	NA	NA	NA	NA	NA
580	134	136	186	186	268	290	228	228	214	218	169	177	243	243	220	228	18	M	Adult	2015	NA	NA	NA	NA	NA	NA
581	134	136	186	186	268	290	228	228	0	0	169	169	251	255	212	228	20	M	Juv	2016	NA	NA	NA	NA	NA	NA
582	134	136	186	186	268	268	237	237	214	218	169	173	243	247	216	220	6	M	Adult	2015	NA	NA	NA	NA	NA	NA
583	134	136	186	186	268	268	229	229	215	215	169	169	247	251	220	220	16	M	Adult	2015	NA	NA	NA	NA	NA	NA
584	134	136	186	186	268	268	229	229	215	218	169	177	251	259	212	220	16	M	Adult	2015	NA	NA	NA	NA	NA	NA
585	134	136	186	186	268	268	226	237	214	214	169	177	243	247	212	212	15	M	Juv	2015	NA	NA	NA	NA	NA	NA
586	134	136	186	186	268	268	226	237	215	218	169	173	247	251	220	220	13	M	Juv	2015	NA	NA	NA	NA	NA	NA
587	134	136	186	186	268	268	226	226	226	226	169	169	243	259	212	220	3	M	Juv	2017	NA	NA	NA	NA	NA	NA
588	134	136	186	186	268	268	226	226	214	218	169	169	243	259	212	220	3	M	Juv	2017	NA	NA	NA	NA	NA	NA
589	134	136	186	186	268	268	228	237	218	218	169	177	243	255	212	212	3	M	Juv	2016	NA	NA	NA	NA	NA	NA
590	134	136	186	186	268	268	228	235	215	215	169	177	247	259	220	224	8	M	Juv	2015	NA	NA	NA	NA	NA	NA
591	134	136	186	186	268	268	226	228	214	214	169	177	247	251	224	228	20	M	Juv	2017	NA	NA	NA	NA	NA	NA
592	134	136	186	186	268	268	226	228	214	214	169	169	243	247	212	220	7	M	Adult	2015	NA	NA	NA	NA	NA	NA
593	134	136	186	186	268	268	226	228	215	218	169	173	247	247	220	220	18	M	Adult	2017	NA	NA	NA	NA	NA	NA
594	134	136	186	186	268	268	226	228	215	218	169	177	243	247	212	220	1	M	Juv	2016	NA	NA	NA	NA	NA	NA
595	134	136	186	186	268	268	226	228	214	218	169	177	247	251	220	220	18	M	Juv	2015	NA	NA	NA	NA	NA	NA
596	134	136	186	186	268	268	228	228	214	215	169	177	259	259	220	224	15	M	Juv	2015	NA	NA	NA	NA	NA	NA
597	134	136	186	186	268	268	228	228	214	215	169	169	247	247	212	220	1	M	Juv	2015	NA	NA	NA	NA	NA	NA
598	134	136	186	186	268	268	228	228	215	218	177	177	255	267	212	212	1	M	Juv	2016	NA	NA	NA	NA	NA	NA
599	134	136	186	186	268	268	228	228	215	218	169	177	243	247	212	220	4	M	Adult	2015	NA	NA	NA	NA	NA	NA
600	134	136	186	186	268	268	228	228	214	218	177	177	243	243	212	220	17	M	Juv	2015	NA	NA	NA	NA	NA	NA
601	134	136	186	186	288	293	228	228	214	214	177	177	247	247	212	220	13	M	Juv	2016	NA	NA	NA	NA	NA	NA
602	134	136	186	186	288	293	228	228	214	214	169	177	238	247	212	212	13	M	Juv	2015	NA	NA	NA	NA	NA	NA
603	134	136	186	186	288	293	228	228	218	218	169	177	243	247	220	228	3	M	Juv	2015	NA	NA	NA	NA	NA	NA
604	134	136	186	186	288	290	237	237	218	218	169	177	243	247	220	220	18	M	Adult	2015	NA	NA	NA	NA	NA	NA
605	134	136	186	186	288	290	235	237	215	215	169	169	238	243	212	212	14	M	Juv	2017	NA	NA	NA	NA	NA	NA
606	134	136	186	186	288	290	235	237	214	215	169	177	247	247	212	220	18	M	Juv	2016	NA	NA	NA	NA	NA	NA
607	134	136	186	186	288	290	235	237	214	214	177	177	243	243	212	212	13	M	Juv	2017	NA	NA	NA	NA	NA	NA
608	134	136	186	186	288	290	226	237	214	220	169	177	234	263	212	228	3	M	Juv	2015	NA	NA	NA	NA	NA	NA
609	134	136	186	186	288	290	226	237	214	218	169	177	247	255	212	212	10	M	Juv	2017	NA	NA	NA	NA	NA	NA
610	134	136	186	186	288	290	226	226	215	215	169	177	247	259	228	232	3	M	Juv	2016	NA	NA	NA	NA	NA	NA
611	134	136	186	186	288	290	228	237	215	220	169	177	243	255	220	224	3	M	Juv	2015	NA	NA	NA	NA	NA	NA
612	134	136	186	186	288	290	228	237	215	215	173	173	243	243	212	220	18	M	Adult	2017	NA	NA	NA	NA	NA	NA
613	134	136	186	186	288	290	228	237	215	215	173	173	243	247	212	220	18	M	Adult	2017	NA	NA	NA	NA	NA	NA
614	134	136	186	186	288	290	228	237	215	215	177	177	243	247	220	224	1	M	Juv	2015	NA	NA	NA	NA	NA	NA
615	134	136	186	186	288	290	228	237	215	215	169	177	234	243	212	212	15	M	Adult	2015	NA	NA	NA	NA	NA	NA
616	134	136	186	186	288	290	228	237	215	215	169	169	238	259	212	224	17	M	Adult	2016	NA	NA	NA	NA	NA	NA
617	134	136	186	186	288	290	228	237	214	214	177	177	243	259	220	228	13	M	Juv	2016	NA	NA	NA	NA	NA	NA
618	134	136	186	186	288	290	228	237	214	214	169	169	243	247	220	224	18	M	Juv	2015	NA	NA	NA	NA	NA	NA
619	134	136	186	186	288	290	228	237	215	218	177	177	243	251	212	232	4	M	Juv	2015	NA	NA	NA	NA	NA	NA
620	134	136	186	186	288	290	228	237	215	218	169	177	247	259	212	220	13	M	Adult	2017	NA	NA	NA	NA	NA	NA
621	134	136	186	186	288	290	228	237	215	218	169	177	243	247	212	220	20	M	Juv	2015	NA	NA	NA	NA	NA	NA
622	134	136	186	186	288	290	228	237	214	218	169	169	251	259	220	220	20	M	Juv	2015	NA	NA	NA	NA	NA	NA
623	134	136	186	186	288	290	228	229	214	215	169	177	247	259	220	224	18	M	Adult	2015	NA	NA	NA	NA	NA	NA
624	134	136	186	186	288	290	228	235	214	218	169	169	247	259	212	220	3	M	Adult	2015	NA	NA	NA	NA	NA	NA
625	134	136	186	186	288	290	226	228	215	220	169	169	247	259	220	220	18	M	Adult	2017	NA	NA	NA	NA	NA	NA
626	134	136	186	186	288	290	226	228	215	215	169	169	247	259	220	220	18	M	Adult	2017	NA	NA	NA	NA	NA	NA
627	134	136	186	186	288	290	226	228	214	215	169	169	247	247	212	220	10	M	Adult	2017	NA	NA	NA	NA	NA	NA
628	134	136	186	186	288	290	226	228	218	220	169	169	247	255	220	228	3	M	Juv	2016	NA	NA	NA	NA	NA	NA
629	134	136	186	186	288	290	226	228	215	218	169	173	247	259	220	228	10	M	Juv	2016	NA	NA	NA	NA	NA	NA
630	134	136	186	186	288	290	226	228	215	218	169	169	243	247	220	224	18	M	Adult	2017	NA	NA	NA	NA	NA	NA
631	134	136	186	186	288	290	226	228	214	218	169	177	255	255	220	232	3	M	Juv	2015	NA	NA	NA	NA	NA	NA
632	134	136	186	186	288	290	226	228	218	218	173	177	243	243	212	224	13	M	Juv	2016	NA	NA	NA	NA	NA	NA
633	134	136	186	186	288	290	226	228	218	218	173	177	243	247	212	224	13	M	Juv	2015	NA	NA	NA	NA	NA	NA
634	134	136	186	186	288	290	226	228	218	218	169	177	243	255	220	228	18	M	Adult	2017	NA	NA	NA	NA	NA	NA
635	134	136	186	186	288	290	226	228	0	0	169	169	247	251	216	220	4	M	Adult	2017	NA	NA	NA	NA	NA	NA
637	134	136	186	186	288	290	228	228	214	215	177	177	247	247	212	220	14	M	Juv	2016	NA	NA	NA	NA	NA	NA
638	134	136	186	186	288	290	228	228	214	215	169	169	247	247	212	220	6	M	Juv	2015	NA	NA	NA	NA	NA	NA
639	134	136	186	186	288	290	228	228	214	214	169	169	251	259	212	224	17	M	Adult	2017	NA	NA	NA	NA	NA	NA
640	134	136	186	186	288	290	228	228	215	218	177	177	238	243	212	220	13	M	Adult	2016	NA	NA	NA	NA	NA	NA
641	134	136	186	186	288	290	228	228	214	218	169	177	247	247	212	228	7	M	Adult	2016	NA	NA	NA	NA	NA	NA
642	134	136	186	186	288	290	228	228	215	215	177	177	247	247	216	220	1	M	Adult	2015	NA	NA	NA	NA	NA	NA
644	134	136	186	186	268	288	237	237	215	220	177	177	247	247	212	216	13	M	Juv	2017	NA	NA	NA	NA	NA	NA
645	134	136	186	186	268	288	226	237	228	228	169	169	255	255	220	224	3	M	Juv	2017	NA	NA	NA	NA	NA	NA
646	134	136	186	186	268	288	226	237	215	215	169	177	238	243	212	212	13	M	Juv	2015	NA	NA	NA	NA	NA	NA
647	134	136	186	186	268	288	226	237	214	215	169	177	247	255	212	212	7	M	Adult	2015	NA	NA	NA	NA	NA	NA
649	134	136	186	186	268	288	226	237	214	218	169	169	255	255	220	224	3	M	Juv	2017	NA	NA	NA	NA	NA	NA
650	134	136	186	186	268	288	226	235	214	214	169	169	243	255	212	228	15	M	Juv	2015	NA	NA	NA	NA	NA	NA
651	134	136	186	186	268	288	226	226	215	215	177	177	243	251	220	220	13	M	Adult	2015	NA	NA	NA	NA	NA	NA
653	134	136	186	186	268	288	226	226	214	214	169	169	243	259	220	220	15	M	Juv	2015	NA	NA	NA	NA	NA	NA
655	134	136	186	186	268	288	224	228	214	214	169	177	238	259	212	220	13	M	Juv	2016	NA	NA	NA	NA	NA	NA
657	134	136	186	186	268	288	228	237	215	215	169	169	243	247	220	232	13	M	Juv	2017	NA	NA	NA	NA	NA	NA
658	134	136	186	186	268	288	228	237	214	215	169	177	243	259	212	212	8	M	Juv	2015	NA	NA	NA	NA	NA	NA
660	134	136	186	186	268	288	228	237	215	218	169	169	255	259	220	228	7	M	Adult	2015	NA	NA	NA	NA	NA	NA
661	134	136	186	186	268	288	228	237	214	218	177	177	247	247	212	212	13	M	Juv	2015	NA	NA	NA	NA	NA	NA
662	134	136	186	186	268	288	228	237	0	0	169	169	243	243	220	220	13	M	Adult	2016	NA	NA	NA	NA	NA	NA
663	134	136	186	186	268	288	228	237	0	0	169	169	247	247	212	220	13	M	Adult	2017	NA	NA	NA	NA	NA	NA
664	134	136	186	186	268	288	228	229	211	215	169	169	238	247	220	224	16	M	Adult	2015	NA	NA	NA	NA	NA	NA
665	134	136	186	186	268	288	228	235	215	218	169	177	243	247	224	228	17	M	Juv	2015	NA	NA	NA	NA	NA	NA
666	134	136	186	186	268	288	228	235	214	218	169	173	243	259	220	220	4	M	Juv	2015	NA	NA	NA	NA	NA	NA
668	134	136	186	186	268	288	228	235	214	218	169	177	251	255	220	220	7	M	Adult	2015	NA	NA	NA	NA	NA	NA
672	134	136	186	186	268	288	226	228	215	215	169	169	243	247	220	232	14	M	Juv	2015	NA	NA	NA	NA	NA	NA
673	134	136	186	186	268	288	226	228	215	215	169	169	247	247	212	220	18	M	Juv	2015	NA	NA	NA	NA	NA	NA
674	134	136	186	186	268	288	226	228	214	215	169	177	247	251	220	220	13	M	Juv	2015	NA	NA	NA	NA	NA	NA
675	134	136	186	186	268	288	226	228	214	215	169	177	243	247	220	220	7	M	Adult	2015	NA	NA	NA	NA	NA	NA
676	134	136	186	186	268	288	226	228	214	215	169	169	243	243	212	220	14	M	Adult	2015	NA	NA	NA	NA	NA	NA
677	134	136	186	186	268	288	226	228	214	215	169	169	247	255	212	228	7	M	Juv	2015	NA	NA	NA	NA	NA	NA
678	134	136	186	186	268	288	226	228	214	214	169	169	243	243	220	224	14	M	Juv	2017	NA	NA	NA	NA	NA	NA
679	134	136	186	186	268	288	226	228	214	214	169	169	247	263	220	228	7	M	Juv	2015	NA	NA	NA	NA	NA	NA
680	134	136	186	186	268	288	226	228	214	214	169	169	255	259	220	220	7	M	Juv	2015	NA	NA	NA	NA	NA	NA
681	134	136	186	186	268	288	226	228	212	218	169	169	243	247	212	212	18	M	Adult	2017	NA	NA	NA	NA	NA	NA
682	134	136	186	186	268	288	226	228	215	218	173	177	243	247	212	228	14	M	Adult	2016	NA	NA	NA	NA	NA	NA
683	134	136	186	186	268	288	226	228	215	218	169	177	255	263	212	220	3	M	Juv	2015	NA	NA	NA	NA	NA	NA
684	134	136	186	186	268	288	226	228	215	218	169	169	247	251	224	228	14	M	Juv	2015	NA	NA	NA	NA	NA	NA
685	134	136	186	186	268	288	226	228	215	218	169	169	243	247	224	228	14	M	Juv	2017	NA	NA	NA	NA	NA	NA
686	134	136	186	186	268	288	226	228	215	218	169	169	243	247	220	224	14	M	Adult	2017	NA	NA	NA	NA	NA	NA
687	134	136	186	186	268	288	226	228	215	218	169	169	247	247	212	212	13	M	Adult	2015	NA	NA	NA	NA	NA	NA
688	134	136	186	186	268	288	226	228	214	218	169	177	251	259	220	220	1	M	Juv	2016	NA	NA	NA	NA	NA	NA
689	134	136	186	186	268	288	226	228	214	218	169	177	247	247	224	224	8	M	Juv	2017	NA	NA	NA	NA	NA	NA
690	134	136	186	186	268	288	226	228	218	218	169	177	247	251	212	224	14	M	Juv	2015	NA	NA	NA	NA	NA	NA
691	134	136	186	186	268	288	226	228	218	218	169	169	251	259	220	232	3	M	Juv	2015	NA	NA	NA	NA	NA	NA
692	134	136	186	186	268	288	226	228	0	0	169	177	243	255	216	220	17	M	Adult	2017	NA	NA	NA	NA	NA	NA
693	134	136	186	186	268	288	226	228	215	220	169	169	251	263	220	236	3	M	Adult	2015	NA	NA	NA	NA	NA	NA
694	134	136	186	186	268	288	228	228	212	215	169	173	243	247	212	220	19	M	Adult	2016	NA	NA	NA	NA	NA	NA
695	134	136	186	186	268	288	228	228	212	215	169	177	259	259	212	212	13	M	Juv	2016	NA	NA	NA	NA	NA	NA
696	134	136	186	186	268	288	228	228	215	215	177	177	247	255	220	228	20	M	Juv	2016	NA	NA	NA	NA	NA	NA
697	134	136	186	186	268	288	228	228	215	215	169	177	243	243	220	224	14	M	Adult	2015	NA	NA	NA	NA	NA	NA
698	134	136	186	186	268	288	228	228	215	215	169	169	247	251	220	228	1	M	Juv	2015	NA	NA	NA	NA	NA	NA
699	134	136	186	186	268	288	228	228	215	215	169	169	247	259	212	228	1	M	Juv	2016	NA	NA	NA	NA	NA	NA
700	134	136	186	186	268	288	228	228	215	215	169	169	243	247	212	220	18	M	Juv	2015	NA	NA	NA	NA	NA	NA
703	134	136	186	186	268	288	228	228	214	215	169	177	238	243	212	212	1	M	Adult	2015	NA	NA	NA	NA	NA	NA
704	134	136	186	186	268	288	228	228	214	215	169	177	247	251	212	220	1	M	Adult	2015	NA	NA	NA	NA	NA	NA
705	134	136	186	186	268	288	228	228	214	215	169	177	238	255	212	220	13	M	Adult	2015	NA	NA	NA	NA	NA	NA
706	134	136	186	186	268	288	228	228	214	215	169	169	247	251	220	220	3	M	Juv	2017	NA	NA	NA	NA	NA	NA
708	134	136	186	186	268	288	228	228	214	214	169	169	243	243	228	232	1	M	Adult	2017	NA	NA	NA	NA	NA	NA
709	134	136	186	186	268	288	228	228	215	218	169	177	251	251	220	220	10	M	Adult	2017	NA	NA	NA	NA	NA	NA
710	134	136	186	186	268	288	228	228	215	218	169	177	243	259	212	224	13	M	Adult	2016	NA	NA	NA	NA	NA	NA
712	134	136	186	186	268	288	228	228	215	218	169	169	251	251	220	220	18	M	Adult	2015	NA	NA	NA	NA	NA	NA
713	134	136	186	186	268	288	228	228	215	218	169	169	243	247	220	224	18	M	Adult	2017	NA	NA	NA	NA	NA	NA
715	134	136	186	186	268	288	228	228	214	218	169	169	251	270	212	224	3	M	Juv	2015	NA	NA	NA	NA	NA	NA
716	134	136	186	186	268	288	228	228	214	215	177	177	255	259	220	220	7	M	Adult	2015	NA	NA	NA	NA	NA	NA
717	134	136	186	186	268	288	228	228	215	218	169	177	247	247	212	220	14	M	Adult	2016	NA	NA	NA	NA	NA	NA
718	134	136	186	186	268	288	228	228	215	218	169	169	251	255	212	224	18	M	Adult	2016	NA	NA	NA	NA	NA	NA
720	134	136	186	186	288	288	237	237	215	215	173	177	238	243	220	220	13	M	Juv	2017	NA	NA	NA	NA	NA	NA
721	134	136	186	186	288	288	229	237	214	214	177	177	243	247	220	224	13	M	Juv	2017	NA	NA	NA	NA	NA	NA
722	134	136	186	186	288	288	226	237	215	218	169	177	243	243	220	232	6	M	Juv	2016	NA	NA	NA	NA	NA	NA
723	134	136	186	186	288	288	226	237	215	218	169	169	238	255	212	224	14	M	Juv	2017	NA	NA	NA	NA	NA	NA
724	134	136	186	186	288	288	226	226	0	0	169	169	243	247	220	220	13	M	Adult	2016	NA	NA	NA	NA	NA	NA
725	134	136	186	186	288	288	228	237	215	215	169	177	238	243	212	212	14	M	Juv	2017	NA	NA	NA	NA	NA	NA
726	134	136	186	186	288	288	228	237	214	214	169	177	247	247	220	224	8	M	Adult	2015	NA	NA	NA	NA	NA	NA
727	134	136	186	186	288	288	228	237	212	218	169	177	243	255	212	220	20	M	Adult	2016	NA	NA	NA	NA	NA	NA
729	134	136	186	186	288	288	228	229	214	215	169	177	238	251	216	224	14	M	Adult	2016	NA	NA	NA	NA	NA	NA
730	134	136	186	186	288	288	228	229	215	220	169	177	238	238	212	224	14	M	Adult	2016	NA	NA	NA	NA	NA	NA
