  1        1    (0)   19 :  0.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 1.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 20: 0.000  |  ***
726     1985   (12)   14 :  0.994 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.001  | Pop 19: 0.001  | Pop 20: 0.001  |  
727     1987    (0)   13 :  0.999 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
728     1992    (0)   18 :  0.998 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
729     1993    (0)   13 :  0.910 | Pop 1: 0.009  | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.001  | Pop 5: 0.003  | Pop 6: 0.002  | Pop 7: 0.001  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.019  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 14: 0.005  | Pop 15: 0.016  | Pop 16: 0.000  | Pop 17: 0.001  | Pop 18: 0.007  | Pop 19: 0.021  | Pop 20: 0.002  |  
730     1995   (12)   18 :  0.998 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
731     1997    (0)    3 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
732     2002   (12)    7 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
733     2006    (0)   16 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
734     2009    (0)   16 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
735     2010   (12)   16 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
736     2011    (0)   16 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
737     2013    (0)   16 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
738     2015    (0)    4 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
739     2016   (25)    4 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
740     2020    (0)   19 :  0.976 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.002  | Pop 5: 0.001  | Pop 6: 0.005  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.004  | Pop 14: 0.001  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.001  | Pop 18: 0.003  | Pop 20: 0.005  |  
741     2021   (25)   18 :  0.907 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.002  | Pop 5: 0.036  | Pop 6: 0.002  | Pop 7: 0.007  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.002  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.001  | Pop 14: 0.001  | Pop 15: 0.002  | Pop 16: 0.000  | Pop 17: 0.008  | Pop 19: 0.006  | Pop 20: 0.026  |  
742     2023   (12)   20 :  0.992 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.003  | Pop 16: 0.000  | Pop 17: 0.001  | Pop 18: 0.001  | Pop 19: 0.000  |  
743     2025   (25)   20 :  0.995 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.003  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.001  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  |  
744     2034    (0)   17 :  0.999 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
745     2038    (0)   13 :  0.977 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.004  | Pop 4: 0.002  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.013  | Pop 18: 0.000  | Pop 19: 0.002  | Pop 20: 0.000  |  
746     2039    (0)    1 :  0.962 | Pop 2: 0.000  | Pop 3: 0.010  | Pop 4: 0.009  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.003  | Pop 9: 0.000  | Pop 10: 0.002  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.002  | Pop 14: 0.001  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.005  | Pop 18: 0.001  | Pop 19: 0.001  | Pop 20: 0.003  |  
747     2043    (0)    3 :  0.999 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
748     2044    (0)    4 :  0.987 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.010  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
749     2045   (12)    1 :  0.991 | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.002  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.002  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.002  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
750     2046   (12)    3 :  0.997 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 4: 0.001  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
751     2048    (0)   17 :  0.998 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
752     2050    (0)    1 :  0.993 | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.001  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.003  | Pop 16: 0.000  | Pop 17: 0.002  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
753     2051    (0)    7 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
754     2053    (0)    7 :  0.999 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
755     2055   (12)    4 :  0.992 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.001  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.003  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
756     2060   (12)   17 :  0.996 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 18: 0.000  | Pop 19: 0.001  | Pop 20: 0.000  |  
757     2061   (12)   15 :  0.998 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
758     2064    (0)   16 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
759     2065    (0)   16 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
760     2068    (0)   16 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
761     2070   (12)    3 :  0.991 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.005  | Pop 8: 0.002  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.001  |  
762     2072   (12)   16 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
763     2074    (0)   18 :  0.982 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.011  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.002  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 19: 0.000  | Pop 20: 0.002  |  
764     2081    (0)    4 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
765     2082   (12)    4 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
766     2083    (0)    4 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
767     2084    (0)    4 :  0.999 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
768     2086   (12)   20 :  0.995 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.001  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  |  
769     2090    (0)    1 :  0.998 | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
770     2092   (12)   18 :  0.978 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.002  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 19: 0.020  | Pop 20: 0.000  |  
771     2094   (25)   20 :  0.998 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  |  
772     2095    (0)   20 :  0.997 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.001  | Pop 19: 0.000  |  
773     2098    (0)   18 :  0.991 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.002  | Pop 15: 0.004  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
774     2101    (0)   10 :  0.993 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.002  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.001  |  
775     2102    (0)   18 :  0.973 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.002  | Pop 4: 0.014  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.001  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.002  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.001  | Pop 19: 0.000  | Pop 20: 0.003  |  
776     2107    (0)   17 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
777     2109   (25)   14 :  0.984 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.003  | Pop 4: 0.004  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 15: 0.003  | Pop 16: 0.000  | Pop 17: 0.002  | Pop 18: 0.001  | Pop 19: 0.001  | Pop 20: 0.001  |  
778     2110    (0)   17 :  0.994 | Pop 1: 0.002  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.002  | Pop 16: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
779     2112   (12)    7 :  0.968 | Pop 1: 0.003  | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.002  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 8: 0.002  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.011  | Pop 16: 0.002  | Pop 17: 0.007  | Pop 18: 0.002  | Pop 19: 0.000  | Pop 20: 0.001  |  
780     2114    (0)    3 :  0.997 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.001  | Pop 18: 0.001  | Pop 19: 0.000  | Pop 20: 0.000  |  
